;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
657;bbbp;GradientBoostingClassifier;"GSKFilter;TiceInsecticidesFilter";82.8586;-2.9777;96.4063
726;bbbp;GradientBoostingClassifier;"LipinskiFilter;NIHFilter";82.8586;-2.9789;96.4048
358;bbbp;LogisticRegression;"OpreaFilter;REOSFilter";83.622;-3.7448;95.5218
890;bbbp;GradientBoostingClassifier;"SureChEMBLFilter;TiceInsecticidesFilter";82.8586;-2.997;96.383
808;bbbp;GradientBoostingClassifier;"OpreaFilter;PAINSFilter";82.8586;-3.0478;96.3217
681;bbbp;GradientBoostingClassifier;"HaoFilter;ZINCDruglikeFilter";82.8586;-3.0526;96.3159
695;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;RuleOfVeberFilter";82.8586;-3.055;96.313
878;bbbp;GradientBoostingClassifier;"RuleOfVeberFilter;TiceHerbicidesFilter";82.8586;-3.0623;96.3042
722;bbbp;GradientBoostingClassifier;"LINTFilter;ZINCDruglikeFilter";82.8586;-3.0671;96.2984
593;bbbp;GradientBoostingClassifier;"GhoseFilter;HaoFilter";82.8586;-3.0683;96.2969
540;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;GhoseFilter";82.8586;-3.0768;96.2867
665;bbbp;GradientBoostingClassifier;"HaoFilter;MolecularWeightFilter";82.8586;-3.1045;96.2532
721;bbbp;GradientBoostingClassifier;"LINTFilter;ZINCBasicFilter";82.8586;-3.1106;96.2459
326;bbbp;LogisticRegression;"NIBRFilter;OpreaFilter";83.622;-3.8752;95.3658
487;bbbp;GradientBoostingClassifier;"BMSFilter;GSKFilter";82.8586;-3.1178;96.2372
779;bbbp;GradientBoostingClassifier;"NIBRFilter;PAINSFilter";82.8586;-3.1202;96.2343
435;bbbp;LogisticRegression;"RuleOfXuFilter;ZINCBasicFilter";83.622;-3.9187;95.3138
791;bbbp;GradientBoostingClassifier;"NIBRFilter;ZINCBasicFilter";82.8586;-3.1613;96.1847
366;bbbp;LogisticRegression;"OpreaFilter;ValenceDiscoveryFilter";83.622;-3.9429;95.2849
535;bbbp;GradientBoostingClassifier;"BrenkFilter;TiceInsecticidesFilter";82.8586;-3.1855;96.1555
737;bbbp;GradientBoostingClassifier;"LipinskiFilter;TiceHerbicidesFilter";82.8586;-3.2036;96.1337
511;bbbp;GradientBoostingClassifier;"BrenkFilter;FAF4DruglikeFilter";82.8586;-3.2108;96.1249
288;bbbp;LogisticRegression;"LipinskiFilter;ZINCBasicFilter";83.622;-3.9791;95.2415
591;bbbp;GradientBoostingClassifier;"GhoseFilter;GlaxoFilter";82.8586;-3.2314;96.1001
363;bbbp;LogisticRegression;"OpreaFilter;SureChEMBLFilter";83.622;-4.0057;95.2098
661;bbbp;GradientBoostingClassifier;"HaoFilter;InpharmaticaFilter";82.8586;-3.2725;96.0506
594;bbbp;GradientBoostingClassifier;"GhoseFilter;InpharmaticaFilter";82.8586;-3.2761;96.0462
699;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;TiceInsecticidesFilter";82.8586;-3.2869;96.0331
427;bbbp;LogisticRegression;"RuleOfVeberFilter;TiceInsecticidesFilter";83.622;-4.0661;95.1375
26;bbbp;LogisticRegression;"BeyondRo5Filter;TiceInsecticidesFilter";83.622;-4.0806;95.1202
321;bbbp;LogisticRegression;"MolecularWeightFilter;TiceInsecticidesFilter";83.622;-4.0806;95.1202
286;bbbp;LogisticRegression;"LipinskiFilter;TiceInsecticidesFilter";83.622;-4.0806;95.1202
781;bbbp;GradientBoostingClassifier;"NIBRFilter;REOSFilter";82.8586;-3.3208;95.9922
678;bbbp;GradientBoostingClassifier;"HaoFilter;TiceInsecticidesFilter";82.8586;-3.3268;95.985
689;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;PAINSFilter";82.8586;-3.363;95.9412
268;bbbp;LogisticRegression;"LINTFilter;ValenceDiscoveryFilter";83.622;-4.1434;95.0451
534;bbbp;GradientBoostingClassifier;"BrenkFilter;TiceHerbicidesFilter";82.8586;-3.3872;95.9121
886;bbbp;GradientBoostingClassifier;"RuleOfXuFilter;ValenceDiscoveryFilter";82.8586;-3.3908;95.9077
477;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;TiceHerbicidesFilter";82.8586;-3.392;95.9062
897;bbbp;GradientBoostingClassifier;"TiceHerbicidesFilter;ZINCDruglikeFilter";82.8586;-3.3969;95.9004
829;bbbp;GradientBoostingClassifier;"PAINSFilter;TiceHerbicidesFilter";82.8586;-3.3969;95.9004
545;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;LINTFilter";82.8586;-3.3981;95.8989
522;bbbp;GradientBoostingClassifier;"BrenkFilter;NIBRFilter";82.8586;-3.4053;95.8902
618;bbbp;GradientBoostingClassifier;"GlaxoFilter;LINTFilter";82.8586;-3.4186;95.8742
442;bbbp;LogisticRegression;"TiceHerbicidesFilter;TiceInsecticidesFilter";83.622;-4.1821;94.9988
449;bbbp;LogisticRegression;"ValenceDiscoveryFilter;ZINCBasicFilter";83.622;-4.1869;94.9931
790;bbbp;GradientBoostingClassifier;"NIBRFilter;ValenceDiscoveryFilter";82.8586;-3.4331;95.8567
772;bbbp;GradientBoostingClassifier;"MolecularWeightFilter;TiceHerbicidesFilter";82.8586;-3.4343;95.8552
443;bbbp;LogisticRegression;"TiceHerbicidesFilter;ValenceDiscoveryFilter";83.622;-4.199;94.9786
429;bbbp;LogisticRegression;"RuleOfVeberFilter;ZINCBasicFilter";83.622;-4.199;94.9786
247;bbbp;LogisticRegression;"InpharmaticaFilter;TiceInsecticidesFilter";83.622;-4.2038;94.9728
248;bbbp;LogisticRegression;"InpharmaticaFilter;ValenceDiscoveryFilter";83.622;-4.228;94.944
899;bbbp;GradientBoostingClassifier;"TiceInsecticidesFilter;ZINCBasicFilter";82.8586;-3.4718;95.81
440;bbbp;LogisticRegression;"SureChEMBLFilter;ZINCBasicFilter";83.622;-4.2376;94.9324
317;bbbp;LogisticRegression;"MolecularWeightFilter;RuleOfVeberFilter";83.622;-4.2401;94.9295
754;bbbp;GradientBoostingClassifier;"MLSMRFilter;SureChEMBLFilter";82.8586;-3.4778;95.8027
715;bbbp;GradientBoostingClassifier;"LINTFilter;RuleOfVeberFilter";82.8586;-3.4887;95.7896
805;bbbp;GradientBoostingClassifier;"NIHFilter;ValenceDiscoveryFilter";82.8586;-3.5056;95.7692
742;bbbp;GradientBoostingClassifier;"MLSMRFilter;MolecularWeightFilter";82.8586;-3.508;95.7663
889;bbbp;GradientBoostingClassifier;"SureChEMBLFilter;TiceHerbicidesFilter";82.8586;-3.5128;95.7604
176;bbbp;LogisticRegression;"GlaxoFilter;RuleOfFourFilter";83.622;-4.286;94.8746
504;bbbp;GradientBoostingClassifier;"BMSFilter;RuleOfXuFilter";82.8586;-3.5322;95.7371
399;bbbp;LogisticRegression;"REOSFilter;ZINCBasicFilter";83.622;-4.3077;94.8486
830;bbbp;GradientBoostingClassifier;"PAINSFilter;TiceInsecticidesFilter";82.8586;-3.5551;95.7094
706;bbbp;GradientBoostingClassifier;"LINTFilter;NIBRFilter";82.8586;-3.5587;95.705
424;bbbp;LogisticRegression;"RuleOfVeberFilter;RuleOfXuFilter";83.622;-4.3222;94.8313
710;bbbp;GradientBoostingClassifier;"LINTFilter;PfizerFilter";82.8586;-3.5612;95.7021
273;bbbp;LogisticRegression;"LipinskiFilter;NIBRFilter";83.622;-4.3367;94.8139
282;bbbp;LogisticRegression;"LipinskiFilter;RuleOfVeberFilter";83.622;-4.3488;94.7995
789;bbbp;GradientBoostingClassifier;"NIBRFilter;TiceInsecticidesFilter";82.8586;-3.5974;95.6584
244;bbbp;LogisticRegression;"InpharmaticaFilter;RuleOfXuFilter";83.622;-4.3802;94.7619
536;bbbp;GradientBoostingClassifier;"BrenkFilter;ValenceDiscoveryFilter";82.8586;-3.6264;95.6234
499;bbbp;GradientBoostingClassifier;"BMSFilter;REOSFilter";82.8586;-3.6276;95.6219
490;bbbp;GradientBoostingClassifier;"BMSFilter;LINTFilter";82.8586;-3.6336;95.6146
111;bbbp;LogisticRegression;"FAF4DruglikeFilter;ValenceDiscoveryFilter";83.622;-4.3971;94.7417
698;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;TiceHerbicidesFilter";82.8586;-3.6421;95.6044
198;bbbp;LogisticRegression;"GSKFilter;REOSFilter";83.622;-4.4068;94.7302
707;bbbp;GradientBoostingClassifier;"LINTFilter;NIHFilter";82.8586;-3.6699;95.5709
434;bbbp;LogisticRegression;"RuleOfXuFilter;ValenceDiscoveryFilter";83.622;-4.4333;94.6984
700;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;ValenceDiscoveryFilter";82.8586;-3.6747;95.5651
379;bbbp;LogisticRegression;"PAINSFilter;ValenceDiscoveryFilter";83.622;-4.4454;94.6839
686;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;NIBRFilter";82.8586;-3.7182;95.5126
48;bbbp;LogisticRegression;"BMSFilter;RuleOfFourFilter";83.622;-4.53;94.5828
345;bbbp;LogisticRegression;"NIHFilter;RuleOfFourFilter";83.622;-4.53;94.5828
666;bbbp;GradientBoostingClassifier;"HaoFilter;NIBRFilter";82.8586;-3.7714;95.4484
431;bbbp;LogisticRegression;"RuleOfXuFilter;SureChEMBLFilter";83.622;-4.5372;94.5741
549;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;NIBRFilter";82.8586;-3.775;95.4441
338;bbbp;LogisticRegression;"NIBRFilter;ValenceDiscoveryFilter";83.622;-4.5396;94.5712
447;bbbp;LogisticRegression;"TiceInsecticidesFilter;ZINCBasicFilter";83.622;-4.5396;94.5712
397;bbbp;LogisticRegression;"REOSFilter;TiceInsecticidesFilter";83.622;-4.5517;94.5568
785;bbbp;GradientBoostingClassifier;"NIBRFilter;RuleOfVeberFilter";82.8586;-3.7907;95.4251
337;bbbp;LogisticRegression;"NIBRFilter;TiceInsecticidesFilter";83.622;-4.5904;94.5106
550;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;NIHFilter";82.8586;-3.8318;95.3756
624;bbbp;GradientBoostingClassifier;"GlaxoFilter;OpreaFilter";82.8586;-3.8499;95.3537
170;bbbp;LogisticRegression;"GlaxoFilter;NIBRFilter";83.622;-4.6145;94.4817
632;bbbp;GradientBoostingClassifier;"GlaxoFilter;RuleOfXuFilter";82.8586;-3.8523;95.3508
532;bbbp;GradientBoostingClassifier;"BrenkFilter;RuleOfXuFilter";82.8586;-3.8535;95.3493
725;bbbp;GradientBoostingClassifier;"LipinskiFilter;NIBRFilter";82.8586;-3.8632;95.3376
778;bbbp;GradientBoostingClassifier;"NIBRFilter;OpreaFilter";82.8586;-3.8752;95.3231
25;bbbp;LogisticRegression;"BeyondRo5Filter;TiceHerbicidesFilter";83.622;-4.6532;94.4355
483;bbbp;GradientBoostingClassifier;"BMSFilter;FAF4DruglikeFilter";82.8586;-3.8934;95.3012
620;bbbp;GradientBoostingClassifier;"GlaxoFilter;MLSMRFilter";82.8586;-3.9066;95.2852
283;bbbp;LogisticRegression;"LipinskiFilter;RuleOfXuFilter";83.622;-4.6725;94.4123
22;bbbp;LogisticRegression;"BeyondRo5Filter;RuleOfVeberFilter";83.622;-4.6894;94.3921
460;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;InpharmaticaFilter";82.8586;-3.9441;95.24
815;bbbp;GradientBoostingClassifier;"OpreaFilter;SureChEMBLFilter";82.8586;-3.9526;95.2298
255;bbbp;LogisticRegression;"LINTFilter;NIHFilter";83.622;-4.7232;94.3517
38;bbbp;LogisticRegression;"BMSFilter;LINTFilter";83.622;-4.7232;94.3517
562;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;TiceInsecticidesFilter";82.8586;-3.9646;95.2152
801;bbbp;GradientBoostingClassifier;"NIHFilter;RuleOfXuFilter";82.8586;-3.984;95.1919
166;bbbp;LogisticRegression;"GlaxoFilter;LINTFilter";83.622;-4.7619;94.3054
585;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;SureChEMBLFilter";82.8586;-4.0154;95.154
232;bbbp;LogisticRegression;"InpharmaticaFilter;MLSMRFilter";83.622;-4.7788;94.2852
370;bbbp;LogisticRegression;"PAINSFilter;REOSFilter";83.622;-4.7909;94.2708
786;bbbp;GradientBoostingClassifier;"NIBRFilter;RuleOfXuFilter";82.8586;-4.0613;95.0986
465;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;NIBRFilter";82.8586;-4.0697;95.0883
42;bbbp;LogisticRegression;"BMSFilter;NIBRFilter";83.622;-4.861;94.187
325;bbbp;LogisticRegression;"NIBRFilter;NIHFilter";83.622;-4.861;94.187
723;bbbp;GradientBoostingClassifier;"LipinskiFilter;MLSMRFilter";82.8586;-4.0999;95.0519
884;bbbp;GradientBoostingClassifier;"RuleOfXuFilter;TiceHerbicidesFilter";82.8586;-4.1011;95.0504
744;bbbp;GradientBoostingClassifier;"MLSMRFilter;NIHFilter";82.8586;-4.135;95.0096
600;bbbp;GradientBoostingClassifier;"GhoseFilter;NIHFilter";82.8586;-4.1386;95.0052
102;bbbp;LogisticRegression;"FAF4DruglikeFilter;REOSFilter";83.622;-4.9044;94.135
683;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;LipinskiFilter";82.8586;-4.17;94.9673
544;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;InpharmaticaFilter";82.8586;-4.1917;94.9411
374;bbbp;LogisticRegression;"PAINSFilter;RuleOfVeberFilter";83.622;-4.96;94.0685
152;bbbp;LogisticRegression;"GhoseFilter;REOSFilter";83.622;-4.9866;94.0368
320;bbbp;LogisticRegression;"MolecularWeightFilter;TiceHerbicidesFilter";83.622;-4.9963;94.0252
285;bbbp;LogisticRegression;"LipinskiFilter;TiceHerbicidesFilter";83.622;-5.0059;94.0136
636;bbbp;GradientBoostingClassifier;"GlaxoFilter;ValenceDiscoveryFilter";82.8586;-4.2521;94.8682
601;bbbp;GradientBoostingClassifier;"GhoseFilter;OpreaFilter";82.8586;-4.2521;94.8682
702;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;ZINCDruglikeFilter";82.8586;-4.286;94.8274
510;bbbp;GradientBoostingClassifier;"BMSFilter;ZINCDruglikeFilter";82.8586;-4.2884;94.8245
400;bbbp;LogisticRegression;"REOSFilter;ZINCDruglikeFilter";83.622;-5.0591;93.9501
718;bbbp;GradientBoostingClassifier;"LINTFilter;TiceHerbicidesFilter";82.8586;-4.2956;94.8157
691;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;REOSFilter";82.8586;-4.3029;94.807
426;bbbp;LogisticRegression;"RuleOfVeberFilter;TiceHerbicidesFilter";83.622;-5.1122;93.8865
398;bbbp;LogisticRegression;"REOSFilter;ValenceDiscoveryFilter";83.622;-5.1146;93.8836
677;bbbp;GradientBoostingClassifier;"HaoFilter;TiceHerbicidesFilter";82.8586;-4.356;94.7428
758;bbbp;GradientBoostingClassifier;"MLSMRFilter;ZINCBasicFilter";82.8586;-4.379;94.7151
444;bbbp;LogisticRegression;"TiceHerbicidesFilter;ZINCBasicFilter";83.622;-5.1436;93.849
729;bbbp;GradientBoostingClassifier;"LipinskiFilter;PfizerFilter";82.8586;-4.3947;94.6962
543;bbbp;GradientBoostingClassifier;"FAF4DruglikeFilter;HaoFilter";82.8586;-4.4237;94.6612
375;bbbp;LogisticRegression;"PAINSFilter;RuleOfXuFilter";83.622;-5.1968;93.7854
378;bbbp;LogisticRegression;"PAINSFilter;TiceInsecticidesFilter";83.622;-5.204;93.7767
879;bbbp;GradientBoostingClassifier;"RuleOfVeberFilter;TiceInsecticidesFilter";82.8586;-4.4563;94.6218
796;bbbp;GradientBoostingClassifier;"NIHFilter;REOSFilter";82.8586;-4.4792;94.5941
885;bbbp;GradientBoostingClassifier;"RuleOfXuFilter;TiceInsecticidesFilter";82.8586;-4.4986;94.5708
627;bbbp;GradientBoostingClassifier;"GlaxoFilter;REOSFilter";82.8586;-4.4998;94.5693
807;bbbp;GradientBoostingClassifier;"NIHFilter;ZINCDruglikeFilter";82.8586;-4.501;94.5679
149;bbbp;LogisticRegression;"GhoseFilter;OpreaFilter";83.622;-5.2741;93.6929
437;bbbp;LogisticRegression;"SureChEMBLFilter;TiceHerbicidesFilter";83.622;-5.2789;93.6872
23;bbbp;LogisticRegression;"BeyondRo5Filter;RuleOfXuFilter";83.622;-5.2838;93.6814
764;bbbp;GradientBoostingClassifier;"MolecularWeightFilter;PfizerFilter";82.8586;-4.5457;94.5139
675;bbbp;GradientBoostingClassifier;"HaoFilter;RuleOfXuFilter";82.8586;-4.5674;94.4877
524;bbbp;GradientBoostingClassifier;"BrenkFilter;OpreaFilter";82.8586;-4.5759;94.4775
637;bbbp;GradientBoostingClassifier;"GlaxoFilter;ZINCBasicFilter";82.8586;-4.6182;94.4265
395;bbbp;LogisticRegression;"REOSFilter;SureChEMBLFilter";83.622;-5.3828;93.5629
479;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;ValenceDiscoveryFilter";82.8586;-4.623;94.4206
757;bbbp;GradientBoostingClassifier;"MLSMRFilter;ValenceDiscoveryFilter";82.8586;-4.6375;94.4031
609;bbbp;GradientBoostingClassifier;"GhoseFilter;SureChEMBLFilter";82.8586;-4.687;94.3434
616;bbbp;GradientBoostingClassifier;"GlaxoFilter;HaoFilter";82.8586;-4.6918;94.3375
628;bbbp;GradientBoostingClassifier;"GlaxoFilter;RuleOfFourFilter";82.8586;-4.7281;94.2938
492;bbbp;GradientBoostingClassifier;"BMSFilter;MLSMRFilter";82.8586;-4.7305;94.2909
251;bbbp;LogisticRegression;"LINTFilter;LipinskiFilter";83.622;-5.5012;93.4214
336;bbbp;LogisticRegression;"NIBRFilter;TiceHerbicidesFilter";83.622;-5.5012;93.4214
494;bbbp;GradientBoostingClassifier;"BMSFilter;NIBRFilter";82.8586;-4.745;94.2734
195;bbbp;LogisticRegression;"GSKFilter;OpreaFilter";83.622;-5.5423;93.3722
894;bbbp;GradientBoostingClassifier;"TiceHerbicidesFilter;TiceInsecticidesFilter";82.8586;-4.7933;94.2151
260;bbbp;LogisticRegression;"LINTFilter;RuleOfFourFilter";83.622;-5.5592;93.352
622;bbbp;GradientBoostingClassifier;"GlaxoFilter;NIBRFilter";82.8586;-4.8392;94.1597
284;bbbp;LogisticRegression;"LipinskiFilter;SureChEMBLFilter";83.622;-5.6413;93.2538
743;bbbp;GradientBoostingClassifier;"MLSMRFilter;NIBRFilter";82.8586;-4.8827;94.1072
471;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;RuleOfFourFilter";82.8586;-4.9057;94.0795
719;bbbp;GradientBoostingClassifier;"LINTFilter;TiceInsecticidesFilter";82.8586;-4.9129;94.0707
5;bbbp;LogisticRegression;"BeyondRo5Filter;GlaxoFilter";83.622;-5.7162;93.1642
708;bbbp;GradientBoostingClassifier;"LINTFilter;OpreaFilter";82.8586;-5.0011;93.9643
364;bbbp;LogisticRegression;"OpreaFilter;TiceHerbicidesFilter";83.622;-5.7863;93.0804
2;bbbp;LogisticRegression;"BeyondRo5Filter;FAF4DruglikeFilter";83.622;-5.7911;93.0747
188;bbbp;LogisticRegression;"GSKFilter;InpharmaticaFilter";83.622;-5.8129;93.0487
94;bbbp;LogisticRegression;"FAF4DruglikeFilter;LipinskiFilter";83.622;-5.837;93.0198
334;bbbp;LogisticRegression;"NIBRFilter;RuleOfXuFilter";83.622;-5.8418;93.014
438;bbbp;LogisticRegression;"SureChEMBLFilter;TiceInsecticidesFilter";83.622;-5.8612;92.9909
488;bbbp;GradientBoostingClassifier;"BMSFilter;HaoFilter";82.8586;-5.1231;93.8171
333;bbbp;LogisticRegression;"NIBRFilter;RuleOfVeberFilter";83.622;-5.9071;92.936
777;bbbp;GradientBoostingClassifier;"NIBRFilter;NIHFilter";82.8586;-5.1485;93.7864
595;bbbp;GradientBoostingClassifier;"GhoseFilter;LINTFilter";82.8586;-5.2318;93.6859
269;bbbp;LogisticRegression;"LINTFilter;ZINCBasicFilter";83.622;-6.0327;92.7857
676;bbbp;GradientBoostingClassifier;"HaoFilter;SureChEMBLFilter";82.8586;-5.2838;93.6232
330;bbbp;LogisticRegression;"NIBRFilter;RuleOfFourFilter";83.622;-6.0496;92.7655
204;bbbp;LogisticRegression;"GSKFilter;TiceHerbicidesFilter";83.622;-6.1149;92.6875
365;bbbp;LogisticRegression;"OpreaFilter;TiceInsecticidesFilter";83.622;-6.1366;92.6615
463;bbbp;GradientBoostingClassifier;"BeyondRo5Filter;MLSMRFilter";82.8586;-5.4033;93.4788
96;bbbp;LogisticRegression;"FAF4DruglikeFilter;MolecularWeightFilter";83.622;-6.1873;92.6008
746;bbbp;GradientBoostingClassifier;"MLSMRFilter;PAINSFilter";82.8586;-5.4384;93.4366
169;bbbp;LogisticRegression;"GlaxoFilter;MolecularWeightFilter";83.622;-6.2091;92.5748
485;bbbp;GradientBoostingClassifier;"BMSFilter;GhoseFilter";82.8586;-5.471;93.3972
368;bbbp;LogisticRegression;"OpreaFilter;ZINCDruglikeFilter";83.622;-6.2502;92.5257
662;bbbp;GradientBoostingClassifier;"HaoFilter;LINTFilter";82.8586;-5.4988;93.3637
425;bbbp;LogisticRegression;"RuleOfVeberFilter;SureChEMBLFilter";83.622;-6.2719;92.4997
571;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;LINTFilter";82.8586;-5.5133;93.3462
716;bbbp;GradientBoostingClassifier;"LINTFilter;RuleOfXuFilter";82.8586;-5.6087;93.231
85;bbbp;LogisticRegression;"BrenkFilter;ZINCBasicFilter";83.622;-6.3782;92.3726
394;bbbp;LogisticRegression;"REOSFilter;RuleOfXuFilter";83.622;-6.3854;92.3639
171;bbbp;LogisticRegression;"GlaxoFilter;NIHFilter";83.622;-6.3903;92.3581
34;bbbp;LogisticRegression;"BMSFilter;GlaxoFilter";83.622;-6.3903;92.3581
759;bbbp;GradientBoostingClassifier;"MLSMRFilter;ZINCDruglikeFilter";82.8586;-5.6981;93.1231
446;bbbp;LogisticRegression;"TiceInsecticidesFilter;ValenceDiscoveryFilter";83.622;-6.4652;92.2686
752;bbbp;GradientBoostingClassifier;"MLSMRFilter;RuleOfVeberFilter";82.8586;-5.7066;93.1129
638;bbbp;GradientBoostingClassifier;"GlaxoFilter;ZINCDruglikeFilter";82.8586;-5.709;93.11
142;bbbp;LogisticRegression;"GhoseFilter;InpharmaticaFilter";83.622;-6.4724;92.2599
684;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;MLSMRFilter";82.8586;-5.75;93.0604
158;bbbp;LogisticRegression;"GhoseFilter;TiceHerbicidesFilter";83.622;-6.5183;92.205
690;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;PfizerFilter";82.8586;-5.7887;93.0138
0;bbbp;LogisticRegression;"BeyondRo5Filter;BMSFilter";83.622;-6.5546;92.1617
14;bbbp;LogisticRegression;"BeyondRo5Filter;NIHFilter";83.622;-6.5546;92.1617
507;bbbp;GradientBoostingClassifier;"BMSFilter;TiceInsecticidesFilter";82.8586;-5.8201;92.9759
517;bbbp;GradientBoostingClassifier;"BrenkFilter;InpharmaticaFilter";82.8586;-5.8708;92.9146
433;bbbp;LogisticRegression;"RuleOfXuFilter;TiceInsecticidesFilter";83.622;-6.6367;92.0634
159;bbbp;LogisticRegression;"GhoseFilter;TiceInsecticidesFilter";83.622;-6.6391;92.0606
113;bbbp;LogisticRegression;"FAF4DruglikeFilter;ZINCDruglikeFilter";83.622;-6.6464;92.0519
172;bbbp;LogisticRegression;"GlaxoFilter;OpreaFilter";83.622;-6.6681;92.0259
209;bbbp;LogisticRegression;"HaoFilter;InpharmaticaFilter";83.622;-6.6705;92.023
216;bbbp;LogisticRegression;"HaoFilter;OpreaFilter";83.622;-6.6874;92.0028
569;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;HaoFilter";82.8586;-5.9482;92.8213
377;bbbp;LogisticRegression;"PAINSFilter;TiceHerbicidesFilter";83.622;-6.7116;91.9739
520;bbbp;GradientBoostingClassifier;"BrenkFilter;MLSMRFilter";82.8586;-5.9965;92.763
173;bbbp;LogisticRegression;"GlaxoFilter;PAINSFilter";83.622;-6.7841;91.8872
264;bbbp;LogisticRegression;"LINTFilter;RuleOfXuFilter";83.622;-6.7889;91.8814
99;bbbp;LogisticRegression;"FAF4DruglikeFilter;OpreaFilter";83.622;-6.8058;91.8612
305;bbbp;LogisticRegression;"MLSMRFilter;ValenceDiscoveryFilter";83.622;-6.8058;91.8612
566;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;GhoseFilter";82.8586;-6.0557;92.6916
804;bbbp;GradientBoostingClassifier;"NIHFilter;TiceInsecticidesFilter";82.8586;-6.0581;92.6887
667;bbbp;GradientBoostingClassifier;"HaoFilter;NIHFilter";82.8586;-6.0774;92.6653
147;bbbp;LogisticRegression;"GhoseFilter;NIBRFilter";83.622;-6.8517;91.8063
258;bbbp;LogisticRegression;"LINTFilter;PfizerFilter";83.622;-6.8614;91.7948
570;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;InpharmaticaFilter";82.8586;-6.1257;92.607
109;bbbp;LogisticRegression;"FAF4DruglikeFilter;TiceHerbicidesFilter";83.622;-6.9025;91.7456
445;bbbp;LogisticRegression;"TiceHerbicidesFilter;ZINCDruglikeFilter";83.622;-6.9097;91.737
753;bbbp;GradientBoostingClassifier;"MLSMRFilter;RuleOfXuFilter";82.8586;-6.1475;92.5808
855;bbbp;GradientBoostingClassifier;"RuleOfFourFilter;SureChEMBLFilter";82.8586;-6.1511;92.5764
696;bbbp;GradientBoostingClassifier;"InpharmaticaFilter;RuleOfXuFilter";82.8586;-6.1994;92.5181
29;bbbp;LogisticRegression;"BeyondRo5Filter;ZINCDruglikeFilter";83.622;-7.0039;91.6243
155;bbbp;LogisticRegression;"GhoseFilter;RuleOfVeberFilter";83.622;-7.0136;91.6127
128;bbbp;LogisticRegression;"FAF4LeadlikeFilter;REOSFilter";83.622;-7.0305;91.5925
161;bbbp;LogisticRegression;"GhoseFilter;ZINCBasicFilter";83.622;-7.0329;91.5896
384;bbbp;LogisticRegression;"PfizerFilter;RuleOfVeberFilter";83.622;-7.045;91.5752
386;bbbp;LogisticRegression;"PfizerFilter;SureChEMBLFilter";83.622;-7.0837;91.5289
106;bbbp;LogisticRegression;"FAF4DruglikeFilter;RuleOfVeberFilter";83.622;-7.1175;91.4885
567;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;GlaxoFilter";82.8586;-6.3649;92.3183
266;bbbp;LogisticRegression;"LINTFilter;TiceHerbicidesFilter";83.622;-7.1561;91.4423
107;bbbp;LogisticRegression;"FAF4DruglikeFilter;RuleOfXuFilter";83.622;-7.1948;91.396
82;bbbp;LogisticRegression;"BrenkFilter;TiceHerbicidesFilter";83.622;-7.2262;91.3585
72;bbbp;LogisticRegression;"BrenkFilter;OpreaFilter";83.622;-7.2649;91.3123
289;bbbp;LogisticRegression;"LipinskiFilter;ZINCDruglikeFilter";83.622;-7.2769;91.2978
834;bbbp;GradientBoostingClassifier;"PfizerFilter;REOSFilter";82.8586;-6.5727;92.0676
643;bbbp;GradientBoostingClassifier;"GSKFilter;MLSMRFilter";82.8586;-6.6005;92.0341
53;bbbp;LogisticRegression;"BMSFilter;SureChEMBLFilter";83.622;-7.3808;91.1736
350;bbbp;LogisticRegression;"NIHFilter;SureChEMBLFilter";83.622;-7.3808;91.1736
586;bbbp;GradientBoostingClassifier;"FAF4LeadlikeFilter;TiceHerbicidesFilter";82.8586;-6.6258;92.0034
62;bbbp;LogisticRegression;"BrenkFilter;GlaxoFilter";83.622;-7.3905;91.162
