;Dataset;Model;Filters;Baseline RMSE;Predicted RMSE;Ratio [%]
1441;lipophilicity;Gradient Boosting Regressor;NIHFilter, SureChEMBLFilter;0.9185;0.918;99.94616022518782
746;lipophilicity;MLP;LipinskiFilter, ZINCDruglikeFilter;1.0169;1.0165;99.95349200319649
1736;lipophilicity;Gradient Boosting Regressor;BMSFilter, RuleOfVeberFilter;0.9215;0.9212;99.97544877829026
1796;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, ValenceDiscoveryFilter;0.9215;0.9213;99.9807582423318
1404;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, REOSFilter;0.9185;0.9187;100.02820908856079
543;lipophilicity;MLP;FAF4DruglikeFilter, FAF4LeadlikeFilter;1.0169;1.0173;100.03220962095531
459;lipophilicity;MLP;BeyondRo5Filter, FAF4LeadlikeFilter;1.0169;1.0173;100.03220962095531
572;lipophilicity;MLP;FAF4LeadlikeFilter, GSKFilter;1.0169;1.0173;100.03220962095531
594;lipophilicity;MLP;FAF4LeadlikeFilter, ZINCDruglikeFilter;1.0169;1.0173;100.03220962095531
578;lipophilicity;MLP;FAF4LeadlikeFilter, MolecularWeightFilter;1.0169;1.0173;100.03220962095531
576;lipophilicity;MLP;FAF4LeadlikeFilter, LipinskiFilter;1.0169;1.0173;100.03220962095531
770;lipophilicity;MLP;MolecularWeightFilter, REOSFilter;1.0169;1.0174;100.04731229871362
889;lipophilicity;MLP;RuleOfVeberFilter, ZINCBasicFilter;1.0169;1.0174;100.04872264500004
1714;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, ZINCDruglikeFilter;0.9215;0.9223;100.09093254171772
1364;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, NIBRFilter;0.9185;0.9194;100.09760232921442
1742;lipophilicity;Gradient Boosting Regressor;BMSFilter, ZINCBasicFilter;0.9215;0.9224;100.10178468620377
1519;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, SureChEMBLFilter;0.9185;0.9196;100.12094998911942
1275;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, ZINCBasicFilter;0.9185;0.9196;100.12651700989608
1724;lipophilicity;Gradient Boosting Regressor;BMSFilter, LipinskiFilter;0.9215;0.9227;100.12832419996032
1410;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, SureChEMBLFilter;0.9185;0.9197;100.13468086174622
1408;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, RuleOfVeberFilter;0.9185;0.9197;100.13730762822226
747;lipophilicity;MLP;MLSMRFilter, MolecularWeightFilter;1.0169;1.0184;100.14544848731946
624;lipophilicity;MLP;GlaxoFilter, MLSMRFilter;1.0169;1.0184;100.14544848731946
1415;lipophilicity;Gradient Boosting Regressor;MolecularWeightFilter, ZINCDruglikeFilter;0.9185;0.9199;100.15997982596012
563;lipophilicity;MLP;FAF4DruglikeFilter, RuleOfXuFilter;1.0169;1.0186;100.16489386585017
1260;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, NIBRFilter;0.9185;0.9203;100.20174415451264
1730;lipophilicity;Gradient Boosting Regressor;BMSFilter, PAINSFilter;0.9215;0.9233;100.20355143969002
1426;lipophilicity;Gradient Boosting Regressor;NIBRFilter, SureChEMBLFilter;0.9185;0.9204;100.20619779000523
548;lipophilicity;MLP;FAF4DruglikeFilter, InpharmaticaFilter;1.0169;1.0191;100.20989197467473
1473;lipophilicity;Gradient Boosting Regressor;PAINSFilter, ZINCDruglikeFilter;0.9185;0.9204;100.21060100617744
1380;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, ZINCDruglikeFilter;0.9185;0.9205;100.22589169962266
273;lipophilicity;SVM;LipinskiFilter, MolecularWeightFilter;0.8209;0.8229;100.23767176070368
568;lipophilicity;MLP;FAF4DruglikeFilter, ZINCBasicFilter;1.0169;1.0195;100.25310699896444
12;lipophilicity;SVM;BeyondRo5Filter, MolecularWeightFilter;0.8209;0.823;100.25648211807685
289;lipophilicity;SVM;LipinskiFilter, ZINCBasicFilter;0.8209;0.8233;100.29205561717404
1779;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, LipinskiFilter;0.9215;0.9242;100.29738990478619
10;lipophilicity;SVM;BeyondRo5Filter, LipinskiFilter;0.8209;0.8234;100.30129382620237
855;lipophilicity;MLP;REOSFilter, SureChEMBLFilter;1.0169;1.0201;100.3059657526282
1494;lipophilicity;Gradient Boosting Regressor;REOSFilter, ZINCDruglikeFilter;0.9185;0.9213;100.31101343385738
581;lipophilicity;MLP;FAF4LeadlikeFilter, OpreaFilter;1.0169;1.0201;100.31300531781997
1271;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, SureChEMBLFilter;0.9185;0.9214;100.31721377378389
545;lipophilicity;MLP;FAF4DruglikeFilter, GlaxoFilter;1.0169;1.0203;100.32484379372093
1493;lipophilicity;Gradient Boosting Regressor;REOSFilter, ZINCBasicFilter;0.9185;0.9215;100.33188663953823
901;lipophilicity;MLP;SureChEMBLFilter, ZINCDruglikeFilter;1.0169;1.0204;100.33830194375636
169;lipophilicity;SVM;GlaxoFilter, MolecularWeightFilter;0.8209;0.8237;100.3407537884593
324;lipophilicity;SVM;MolecularWeightFilter, ZINCBasicFilter;0.8209;0.8237;100.34081058763374
1369;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, REOSFilter;0.9185;0.9216;100.34425857908636
1007;lipophilicity;SGD;InpharmaticaFilter, MolecularWeightFilter;482070154095.9755;483762503157.6852;100.35105866798233
1468;lipophilicity;Gradient Boosting Regressor;PAINSFilter, SureChEMBLFilter;0.9185;0.9217;100.35226884058794
1732;lipophilicity;Gradient Boosting Regressor;BMSFilter, REOSFilter;0.9215;0.9247;100.3548203254409
1431;lipophilicity;Gradient Boosting Regressor;NIBRFilter, ZINCDruglikeFilter;0.9185;0.9218;100.36468635492963
1523;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, ZINCBasicFilter;0.9185;0.9219;100.37690794040863
28;lipophilicity;SVM;BeyondRo5Filter, ZINCBasicFilter;0.8209;0.8241;100.38332203972651
1445;lipophilicity;Gradient Boosting Regressor;NIHFilter, ZINCBasicFilter;0.9185;0.9221;100.39318883474388
824;lipophilicity;MLP;OpreaFilter, ValenceDiscoveryFilter;1.0169;1.021;100.39393346460857
1719;lipophilicity;Gradient Boosting Regressor;BMSFilter, GlaxoFilter;0.9215;0.9252;100.40307372474737
659;lipophilicity;MLP;GSKFilter, SureChEMBLFilter;1.0169;1.0211;100.40433948049075
1439;lipophilicity;Gradient Boosting Regressor;NIHFilter, RuleOfVeberFilter;0.9185;0.9222;100.40892531311707
5;lipophilicity;SVM;BeyondRo5Filter, GlaxoFilter;0.8209;0.8243;100.41178686075791
274;lipophilicity;SVM;LipinskiFilter, NIBRFilter;0.8209;0.8244;100.41985543524162
309;lipophilicity;SVM;MolecularWeightFilter, NIBRFilter;0.8209;0.8244;100.42446864791161
1429;lipophilicity;Gradient Boosting Regressor;NIBRFilter, ValenceDiscoveryFilter;0.9185;0.9224;100.42757850358568
1727;lipophilicity;Gradient Boosting Regressor;BMSFilter, NIBRFilter;0.9215;0.9254;100.42824986020753
1472;lipophilicity;Gradient Boosting Regressor;PAINSFilter, ZINCBasicFilter;0.9185;0.9224;100.43095470115719
823;lipophilicity;MLP;OpreaFilter, TiceInsecticidesFilter;1.0169;1.0214;100.43532002064259
1695;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, LipinskiFilter;0.9215;0.9257;100.45472630968905
821;lipophilicity;MLP;OpreaFilter, SureChEMBLFilter;1.0169;1.0216;100.45876796247315
1367;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, PAINSFilter;0.9185;0.9227;100.45913701671878
558;lipophilicity;MLP;FAF4DruglikeFilter, REOSFilter;1.0169;1.0217;100.46580761675384
1435;lipophilicity;Gradient Boosting Regressor;NIHFilter, REOSFilter;0.9185;0.9227;100.46717247814938
1543;lipophilicity;Gradient Boosting Regressor;ValenceDiscoveryFilter, ZINCBasicFilter;0.9185;0.9228;100.4687649093954
1544;lipophilicity;Gradient Boosting Regressor;ValenceDiscoveryFilter, ZINCDruglikeFilter;0.9185;0.9228;100.47768492807454
592;lipophilicity;MLP;FAF4LeadlikeFilter, ValenceDiscoveryFilter;1.0169;1.0218;100.4787859996458
1365;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, NIHFilter;0.9185;0.9229;100.48389187218882
312;lipophilicity;SVM;MolecularWeightFilter, PAINSFilter;0.8209;0.825;100.49099156860501
1379;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, ZINCBasicFilter;0.9185;0.923;100.49352473673862
13;lipophilicity;SVM;BeyondRo5Filter, NIBRFilter;0.8209;0.825;100.49567427673193
1712;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, ValenceDiscoveryFilter;0.9215;0.9261;100.4987114315087
167;lipophilicity;SVM;GlaxoFilter, LipinskiFilter;0.8209;0.8251;100.50227813480373
1522;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, ValenceDiscoveryFilter;0.9185;0.9231;100.5073236819289
277;lipophilicity;SVM;LipinskiFilter, PAINSFilter;0.8209;0.8251;100.51079474285683
185;lipophilicity;SVM;GlaxoFilter, ZINCBasicFilter;0.8209;0.8253;100.53341300561473
283;lipophilicity;SVM;LipinskiFilter, RuleOfVeberFilter;0.8209;0.8253;100.53377023066199
570;lipophilicity;MLP;FAF4LeadlikeFilter, GhoseFilter;1.0169;1.0224;100.5360930244386
340;lipophilicity;SVM;NIBRFilter, ZINCBasicFilter;0.8209;0.8254;100.54852455166878
1228;lipophilicity;SGD;ZINCBasicFilter, ZINCDruglikeFilter;482070154095.9755;484723176677.1031;100.55033952186953
642;lipophilicity;MLP;GlaxoFilter, ZINCDruglikeFilter;1.0169;1.0228;100.57080179057607
1741;lipophilicity;Gradient Boosting Regressor;BMSFilter, ValenceDiscoveryFilter;0.9215;0.9268;100.5782058723861
16;lipophilicity;SVM;BeyondRo5Filter, PAINSFilter;0.8209;0.8257;100.58302188377537
635;lipophilicity;MLP;GlaxoFilter, RuleOfVeberFilter;1.0169;1.023;100.59632955585572
1433;lipophilicity;Gradient Boosting Regressor;NIHFilter, PAINSFilter;0.9185;0.924;100.60859812572657
1785;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, PAINSFilter;0.9215;0.9271;100.61470921147937
170;lipophilicity;SVM;GlaxoFilter, NIBRFilter;0.8209;0.826;100.61887588592514
764;lipophilicity;MLP;MLSMRFilter, ZINCDruglikeFilter;1.0169;1.0232;100.61907286904508
1265;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, REOSFilter;0.9185;0.9242;100.62546120445559
1534;lipophilicity;Gradient Boosting Regressor;SureChEMBLFilter, ZINCBasicFilter;0.9185;0.9244;100.64429084032176
1378;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, ValenceDiscoveryFilter;0.9185;0.9244;100.64585558563799
886;lipophilicity;MLP;RuleOfVeberFilter, TiceHerbicidesFilter;1.0169;1.0238;100.67206491491754
616;lipophilicity;MLP;GhoseFilter, ValenceDiscoveryFilter;1.0169;1.024;100.69580971104781
815;lipophilicity;MLP;OpreaFilter, REOSFilter;1.0169;1.0243;100.71959378134319
1420;lipophilicity;Gradient Boosting Regressor;NIBRFilter, REOSFilter;0.9185;0.9251;100.72593939522916
1703;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, REOSFilter;0.9215;0.9282;100.73276669538578
484;lipophilicity;MLP;BeyondRo5Filter, ZINCBasicFilter;1.0169;1.0244;100.73328529051786
1257;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, LipinskiFilter;0.9185;0.9252;100.73459553381589
318;lipophilicity;SVM;MolecularWeightFilter, RuleOfVeberFilter;0.8209;0.8271;100.74699225972459
173;lipophilicity;SVM;GlaxoFilter, PAINSFilter;0.8209;0.8271;100.75298406222836
1263;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, PAINSFilter;0.9185;0.9254;100.75999316188391
1375;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, SureChEMBLFilter;0.9185;0.9255;100.76294203441903
382;lipophilicity;SVM;PAINSFilter, ZINCBasicFilter;0.8209;0.8272;100.76576228097613
1416;lipophilicity;Gradient Boosting Regressor;NIBRFilter, NIHFilter;0.9185;0.9256;100.77493057995228
1466;lipophilicity;Gradient Boosting Regressor;PAINSFilter, RuleOfVeberFilter;0.9185;0.9256;100.77650081133352
1261;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, NIHFilter;0.9185;0.9256;100.78229265534016
741;lipophilicity;MLP;LipinskiFilter, SureChEMBLFilter;1.0169;1.025;100.79167751881745
808;lipophilicity;MLP;NIHFilter, TiceHerbicidesFilter;1.0169;1.0252;100.80925246654617
510;lipophilicity;MLP;BMSFilter, TiceHerbicidesFilter;1.0169;1.0252;100.80925246654617
1322;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, LipinskiFilter;0.9185;0.926;100.82527644081274
22;lipophilicity;SVM;BeyondRo5Filter, RuleOfVeberFilter;0.8209;0.8277;100.82537660893796
328;lipophilicity;SVM;NIBRFilter, PAINSFilter;0.8209;0.8278;100.8312951469603
1363;lipophilicity;Gradient Boosting Regressor;LipinskiFilter, MolecularWeightFilter;0.9185;0.9262;100.83980873083416
904;lipophilicity;MLP;TiceHerbicidesFilter, ZINCBasicFilter;1.0169;1.0255;100.84447151051646
1791;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, RuleOfVeberFilter;0.9215;0.9293;100.85041434165971
1798;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, ZINCDruglikeFilter;0.9215;0.9294;100.85989193893592
43;lipophilicity;SVM;BMSFilter, NIHFilter;0.8209;0.8281;100.86697564884624
433;lipophilicity;SVM;RuleOfVeberFilter, ZINCBasicFilter;0.8209;0.8282;100.88464374814325
1797;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, ZINCBasicFilter;0.9215;0.9297;100.88766631244623
39;lipophilicity;SVM;BMSFilter, LipinskiFilter;0.8209;0.8283;100.89421441553567
275;lipophilicity;SVM;LipinskiFilter, NIHFilter;0.8209;0.8283;100.89421441553567
376;lipophilicity;SVM;PAINSFilter, RuleOfVeberFilter;0.8209;0.8283;100.89976473482723
640;lipophilicity;MLP;GlaxoFilter, ValenceDiscoveryFilter;1.0169;1.0262;100.90861756667138
179;lipophilicity;SVM;GlaxoFilter, RuleOfVeberFilter;0.8209;0.8284;100.9103506634242
41;lipophilicity;SVM;BMSFilter, MolecularWeightFilter;0.8209;0.8284;100.91240060373367
310;lipophilicity;SVM;MolecularWeightFilter, NIHFilter;0.8209;0.8284;100.91240060373367
507;lipophilicity;MLP;BMSFilter, RuleOfVeberFilter;1.0169;1.0263;100.91526425148356
805;lipophilicity;MLP;NIHFilter, RuleOfVeberFilter;1.0169;1.0263;100.91526425148356
1524;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, ZINCDruglikeFilter;0.9185;0.927;100.92728802027074
892;lipophilicity;MLP;RuleOfXuFilter, TiceHerbicidesFilter;1.0169;1.0264;100.92977452749687
587;lipophilicity;MLP;FAF4LeadlikeFilter, RuleOfVeberFilter;1.0169;1.0264;100.93380030276306
472;lipophilicity;MLP;BeyondRo5Filter, PAINSFilter;1.0169;1.0265;100.94252019639566
1259;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, MolecularWeightFilter;0.9185;0.9272;100.95257589540398
1340;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, ZINCBasicFilter;0.9185;0.9272;100.95653099344162
57;lipophilicity;SVM;BMSFilter, ZINCBasicFilter;0.8209;0.8288;100.95663461203507
355;lipophilicity;SVM;NIHFilter, ZINCBasicFilter;0.8209;0.8288;100.95663461203507
1444;lipophilicity;Gradient Boosting Regressor;NIHFilter, ValenceDiscoveryFilter;0.9185;0.9272;100.95688985025323
897;lipophilicity;MLP;SureChEMBLFilter, TiceHerbicidesFilter;1.0169;1.0268;100.96798032216212
1151;lipophilicity;SGD;PAINSFilter, SureChEMBLFilter;482070154095.9755;486780759208.7169;100.97716174144303
891;lipophilicity;MLP;RuleOfXuFilter, SureChEMBLFilter;1.0169;1.027;100.98720810439323
1754;lipophilicity;Gradient Boosting Regressor;BrenkFilter, MolecularWeightFilter;0.9215;0.9306;100.99128562636153
834;lipophilicity;MLP;PAINSFilter, SureChEMBLFilter;1.0169;1.027;100.99217396742316
0;lipophilicity;SVM;BeyondRo5Filter, BMSFilter;0.8209;0.8291;100.99234219220163
14;lipophilicity;SVM;BeyondRo5Filter, NIHFilter;0.8209;0.8291;100.99234219220163
171;lipophilicity;SVM;GlaxoFilter, NIHFilter;0.8209;0.8291;100.99417946812488
34;lipophilicity;SVM;BMSFilter, GlaxoFilter;0.8209;0.8291;100.99417946812488
890;lipophilicity;MLP;RuleOfVeberFilter, ZINCDruglikeFilter;1.0169;1.0273;101.01335314752873
658;lipophilicity;MLP;GSKFilter, RuleOfXuFilter;1.0169;1.0274;101.02527569793173
481;lipophilicity;MLP;BeyondRo5Filter, TiceHerbicidesFilter;1.0169;1.0275;101.04015897982137
334;lipophilicity;SVM;NIBRFilter, RuleOfVeberFilter;0.8209;0.8295;101.04392266275804
728;lipophilicity;MLP;LipinskiFilter, MLSMRFilter;1.0169;1.0279;101.07972217415583
343;lipophilicity;SVM;NIHFilter, PAINSFilter;0.8209;0.8299;101.0880336564854
45;lipophilicity;SVM;BMSFilter, PAINSFilter;0.8209;0.8299;101.0880336564854
1687;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, FAF4DruglikeFilter;0.9215;0.9315;101.09331017442493
1274;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, ValenceDiscoveryFilter;0.9185;0.9286;101.10339123760978
1492;lipophilicity;Gradient Boosting Regressor;REOSFilter, ValenceDiscoveryFilter;0.9185;0.9292;101.1738227607335
601;lipophilicity;MLP;GhoseFilter, MLSMRFilter;1.0169;1.029;101.18998444787306
1781;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, MolecularWeightFilter;0.9215;0.9325;101.19426152574584
837;lipophilicity;MLP;PAINSFilter, ValenceDiscoveryFilter;1.0169;1.0291;101.19584201587361
854;lipophilicity;MLP;REOSFilter, RuleOfXuFilter;1.0169;1.0292;101.20417581707677
349;lipophilicity;SVM;NIHFilter, RuleOfVeberFilter;0.8209;0.8311;101.23365631665624
51;lipophilicity;SVM;BMSFilter, RuleOfVeberFilter;0.8209;0.8311;101.23365631665624
793;lipophilicity;MLP;NIBRFilter, TiceHerbicidesFilter;1.0169;1.0295;101.2354588710514
42;lipophilicity;SVM;BMSFilter, NIBRFilter;0.8209;0.8313;101.25861336022285
326;lipophilicity;SVM;NIBRFilter, NIHFilter;0.8209;0.8313;101.25861336022285
485;lipophilicity;MLP;BeyondRo5Filter, ZINCDruglikeFilter;1.0169;1.0299;101.2710997503018
1743;lipophilicity;Gradient Boosting Regressor;BMSFilter, ZINCDruglikeFilter;0.9215;0.9334;101.29390264341977
663;lipophilicity;MLP;GSKFilter, ZINCBasicFilter;1.0169;1.0302;101.2998353172486
1535;lipophilicity;Gradient Boosting Regressor;SureChEMBLFilter, ZINCDruglikeFilter;0.9185;0.9304;101.3032549073571
753;lipophilicity;MLP;MLSMRFilter, REOSFilter;1.0169;1.0303;101.31006286166529
1334;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, RuleOfVeberFilter;0.9185;0.9305;101.31393545782092
555;lipophilicity;MLP;FAF4DruglikeFilter, OpreaFilter;1.0169;1.0305;101.33159484305956
1774;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, GlaxoFilter;0.9215;0.9345;101.41053263966808
703;lipophilicity;MLP;InpharmaticaFilter, TiceHerbicidesFilter;1.0169;1.0316;101.44330544702906
1787;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, REOSFilter;0.9215;0.9348;101.44467880077679
825;lipophilicity;MLP;OpreaFilter, ZINCBasicFilter;1.0169;1.0319;101.46775024854715
644;lipophilicity;MLP;GSKFilter, InpharmaticaFilter;1.0169;1.0322;101.49596987883105
1276;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, ZINCDruglikeFilter;0.9185;0.9322;101.49636745981809
1425;lipophilicity;Gradient Boosting Regressor;NIBRFilter, RuleOfXuFilter;0.9185;0.9326;101.54473660655022
1716;lipophilicity;Gradient Boosting Regressor;BMSFilter, FAF4DruglikeFilter;0.9215;0.9357;101.54524865257417
1324;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, MolecularWeightFilter;0.9185;0.9327;101.55002486073073
565;lipophilicity;MLP;FAF4DruglikeFilter, TiceHerbicidesFilter;1.0169;1.0328;101.56278911317138
1783;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, NIHFilter;0.9215;0.9363;101.60982977092392
727;lipophilicity;MLP;LINTFilter, ZINCDruglikeFilter;1.0169;1.0334;101.61447209969951
739;lipophilicity;MLP;LipinskiFilter, RuleOfVeberFilter;1.0169;1.0337;101.64754484835608
1747;lipophilicity;Gradient Boosting Regressor;BrenkFilter, GlaxoFilter;0.9215;0.9367;101.64845536687233
580;lipophilicity;MLP;FAF4LeadlikeFilter, NIHFilter;1.0169;1.0337;101.65043832455338
488;lipophilicity;MLP;BMSFilter, FAF4LeadlikeFilter;1.0169;1.0337;101.65043832455338
1782;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, NIBRFilter;0.9215;0.9368;101.66647937160877
1424;lipophilicity;Gradient Boosting Regressor;NIBRFilter, RuleOfVeberFilter;0.9185;0.9339;101.6866980119985
762;lipophilicity;MLP;MLSMRFilter, ValenceDiscoveryFilter;1.0169;1.0348;101.75368645095946
1489;lipophilicity;Gradient Boosting Regressor;REOSFilter, SureChEMBLFilter;0.9185;0.9347;101.76466544643674
684;lipophilicity;MLP;HaoFilter, ValenceDiscoveryFilter;1.0169;1.0349;101.76488985776378
325;lipophilicity;SVM;MolecularWeightFilter, ZINCDruglikeFilter;0.8209;0.8357;101.79296769228307
1446;lipophilicity;Gradient Boosting Regressor;NIHFilter, ZINCDruglikeFilter;0.9185;0.935;101.79718766478028
455;lipophilicity;SVM;ZINCBasicFilter, ZINCDruglikeFilter;0.8209;0.8357;101.79974664131619
434;lipophilicity;SVM;RuleOfVeberFilter, ZINCDruglikeFilter;0.8209;0.8358;101.80869618309633
186;lipophilicity;SVM;GlaxoFilter, ZINCDruglikeFilter;0.8209;0.8362;101.86163652504108
29;lipophilicity;SVM;BeyondRo5Filter, ZINCDruglikeFilter;0.8209;0.8363;101.8666484617154
651;lipophilicity;MLP;GSKFilter, OpreaFilter;1.0169;1.0361;101.88042219445133
589;lipophilicity;MLP;FAF4LeadlikeFilter, SureChEMBLFilter;1.0169;1.0361;101.88704024550029
517;lipophilicity;MLP;BrenkFilter, GhoseFilter;1.0169;1.0363;101.90090619754999
462;lipophilicity;MLP;BeyondRo5Filter, GSKFilter;1.0169;1.0365;101.92381674708261
290;lipophilicity;SVM;LipinskiFilter, ZINCDruglikeFilter;0.8209;0.8368;101.93517156889492
1528;lipophilicity;Gradient Boosting Regressor;RuleOfXuFilter, ValenceDiscoveryFilter;0.9185;0.9363;101.93891608212311
910;lipophilicity;MLP;ValenceDiscoveryFilter, ZINCDruglikeFilter;1.0169;1.0369;101.96369284101606
383;lipophilicity;SVM;PAINSFilter, ZINCDruglikeFilter;0.8209;0.8374;102.00984333554244
798;lipophilicity;MLP;NIHFilter, OpreaFilter;1.0169;1.0374;102.01055632195958
500;lipophilicity;MLP;BMSFilter, OpreaFilter;1.0169;1.0374;102.01055632195958
341;lipophilicity;SVM;NIBRFilter, ZINCDruglikeFilter;0.8209;0.8375;102.0179385072789
1255;lipophilicity;Gradient Boosting Regressor;GlaxoFilter, InpharmaticaFilter;0.9185;0.9371;102.02458352419683
1533;lipophilicity;Gradient Boosting Regressor;SureChEMBLFilter, ValenceDiscoveryFilter;0.9185;0.9371;102.03054067274422
1708;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, RuleOfXuFilter;0.9215;0.9402;102.03102019192798
1467;lipophilicity;Gradient Boosting Regressor;PAINSFilter, RuleOfXuFilter;0.9185;0.9372;102.03914310306608
628;lipophilicity;MLP;GlaxoFilter, OpreaFilter;1.0169;1.0379;102.05632279790169
647;lipophilicity;MLP;GSKFilter, MLSMRFilter;1.0169;1.0383;102.09480959092016
564;lipophilicity;MLP;FAF4DruglikeFilter, SureChEMBLFilter;1.0169;1.0383;102.10126203396825
551;lipophilicity;MLP;FAF4DruglikeFilter, MLSMRFilter;1.0169;1.0384;102.10963233995149
675;lipophilicity;MLP;HaoFilter, REOSFilter;1.0169;1.0387;102.13489155298758
1793;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, SureChEMBLFilter;0.9215;0.9412;102.13837638516246
1530;lipophilicity;Gradient Boosting Regressor;RuleOfXuFilter, ZINCDruglikeFilter;0.9185;0.9383;102.16295810661124
1487;lipophilicity;Gradient Boosting Regressor;REOSFilter, RuleOfVeberFilter;0.9185;0.9383;102.16445897882684
556;lipophilicity;MLP;FAF4DruglikeFilter, PAINSFilter;1.0169;1.039;102.17091850127562
567;lipophilicity;MLP;FAF4DruglikeFilter, ValenceDiscoveryFilter;1.0169;1.0391;102.18282910043509
1693;lipophilicity;Gradient Boosting Regressor;BeyondRo5Filter, InpharmaticaFilter;0.9215;0.9416;102.18447388632225
885;lipophilicity;MLP;RuleOfVeberFilter, SureChEMBLFilter;1.0169;1.0396;102.23039376548574
1722;lipophilicity;Gradient Boosting Regressor;BMSFilter, InpharmaticaFilter;0.9215;0.9423;102.26443188778195
1354;lipophilicity;Gradient Boosting Regressor;LINTFilter, RuleOfVeberFilter;0.9185;0.9393;102.27015590957575
597;lipophilicity;MLP;GhoseFilter, HaoFilter;1.0169;1.04;102.2709742632942
782;lipophilicity;MLP;NIBRFilter, NIHFilter;1.0169;1.0405;102.31248441392114
498;lipophilicity;MLP;BMSFilter, NIBRFilter;1.0169;1.0405;102.31248441392114
1598;lipophilicity;SGD;BMSFilter, RuleOfXuFilter;427781094874.2798;437681881841.372;102.314451733778
285;lipophilicity;SVM;LipinskiFilter, SureChEMBLFilter;0.8209;0.84;102.32332839375586
1328;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, PAINSFilter;0.9185;0.94;102.34736115236333
1770;lipophilicity;Gradient Boosting Regressor;BrenkFilter, ZINCBasicFilter;0.9215;0.9432;102.35259101218776
1766;lipophilicity;Gradient Boosting Regressor;BrenkFilter, SureChEMBLFilter;0.9215;0.9433;102.36494443926685
320;lipophilicity;SVM;MolecularWeightFilter, SureChEMBLFilter;0.8209;0.8404;102.37367349589748
1325;lipophilicity;Gradient Boosting Regressor;InpharmaticaFilter, NIBRFilter;0.9185;0.9403;102.38315987490734
1518;lipophilicity;Gradient Boosting Regressor;RuleOfVeberFilter, RuleOfXuFilter;0.9185;0.9404;102.39197359639508
760;lipophilicity;MLP;MLSMRFilter, TiceHerbicidesFilter;1.0169;1.0413;102.39291354764694
1777;lipophilicity;Gradient Boosting Regressor;FAF4DruglikeFilter, InpharmaticaFilter;0.9215;0.9435;102.39533155761514
356;lipophilicity;SVM;NIHFilter, ZINCDruglikeFilter;0.8209;0.8407;102.40511329615525
58;lipophilicity;SVM;BMSFilter, ZINCDruglikeFilter;0.8209;0.8407;102.40511329615525
795;lipophilicity;MLP;NIBRFilter, ValenceDiscoveryFilter;1.0169;1.0414;102.40735221318037
858;lipophilicity;MLP;REOSFilter, ValenceDiscoveryFilter;1.0169;1.0415;102.41003623775981
