;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
322;clintox;LogisticRegression;"MolecularWeightFilter;TiceInsecticidesFilter";91.032;-8.9442;90.1746
231;clintox;LogisticRegression;"InpharmaticaFilter;LINTFilter";91.032;-8.968;90.1486
431;clintox;LogisticRegression;"RuleOfVeberFilter;ZINCBasicFilter";91.032;-8.9917;90.1225
490;clintox;GradientBoostingClassifier;"BMSFilter;HaoFilter";94.5433;-12.5148;86.7629
85;clintox;LogisticRegression;"BrenkFilter;ZINCBasicFilter";91.032;-9.0391;90.0704
487;clintox;GradientBoostingClassifier;"BMSFilter;GhoseFilter";94.5433;-12.5623;86.7127
759;clintox;GradientBoostingClassifier;"MLSMRFilter;TiceInsecticidesFilter";94.5433;-12.5741;86.7001
397;clintox;LogisticRegression;"REOSFilter;SureChEMBLFilter";91.032;-9.0866;90.0182
449;clintox;LogisticRegression;"TiceInsecticidesFilter;ZINCBasicFilter";91.032;-9.0866;90.0182
427;clintox;LogisticRegression;"RuleOfVeberFilter;SureChEMBLFilter";91.032;-9.1103;89.9922
175;clintox;LogisticRegression;"GlaxoFilter;REOSFilter";91.032;-9.1578;89.9401
429;clintox;LogisticRegression;"RuleOfVeberFilter;TiceInsecticidesFilter";91.032;-9.1578;89.9401
22;clintox;LogisticRegression;"BeyondRo5Filter;RuleOfVeberFilter";91.032;-9.2527;89.8358
461;clintox;GradientBoostingClassifier;"BeyondRo5Filter;HaoFilter";94.5433;-12.8944;86.3614
327;clintox;LogisticRegression;"NIBRFilter;OpreaFilter";91.032;-9.395;89.6794
522;clintox;GradientBoostingClassifier;"BrenkFilter;MLSMRFilter";94.5433;-12.9181;86.3363
353;clintox;LogisticRegression;"NIHFilter;TiceInsecticidesFilter";91.032;-9.4187;89.6534
55;clintox;LogisticRegression;"BMSFilter;TiceInsecticidesFilter";91.032;-9.4187;89.6534
602;clintox;GradientBoostingClassifier;"GhoseFilter;NIHFilter";94.5433;-12.9775;86.2735
678;clintox;GradientBoostingClassifier;"HaoFilter;RuleOfXuFilter";94.5433;-12.9893;86.261
458;clintox;GradientBoostingClassifier;"BeyondRo5Filter;GhoseFilter";94.5433;-13.0486;86.1982
401;clintox;LogisticRegression;"REOSFilter;ZINCBasicFilter";91.032;-9.5374;89.5231
156;clintox;LogisticRegression;"GhoseFilter;RuleOfXuFilter";91.032;-9.5374;89.5231
660;clintox;GradientBoostingClassifier;"GSKFilter;ValenceDiscoveryFilter";94.5433;-13.1079;86.1355
609;clintox;GradientBoostingClassifier;"GhoseFilter;RuleOfVeberFilter";94.5433;-13.1198;86.123
207;clintox;LogisticRegression;"GSKFilter;ZINCBasicFilter";91.032;-9.6797;89.3667
600;clintox;GradientBoostingClassifier;"GhoseFilter;MolecularWeightFilter";94.5433;-13.191;86.0477
314;clintox;LogisticRegression;"MolecularWeightFilter;REOSFilter";91.032;-9.7034;89.3406
380;clintox;LogisticRegression;"PAINSFilter;TiceInsecticidesFilter";91.032;-9.7034;89.3406
235;clintox;LogisticRegression;"InpharmaticaFilter;NIBRFilter";91.032;-9.7746;89.2624
395;clintox;LogisticRegression;"REOSFilter;RuleOfVeberFilter";91.032;-9.8221;89.2103
758;clintox;GradientBoostingClassifier;"MLSMRFilter;TiceHerbicidesFilter";94.5433;-13.4045;85.8218
613;clintox;GradientBoostingClassifier;"GhoseFilter;TiceInsecticidesFilter";94.5433;-13.4401;85.7842
18;clintox;LogisticRegression;"BeyondRo5Filter;REOSFilter";91.032;-9.9407;89.08
367;clintox;LogisticRegression;"OpreaFilter;TiceInsecticidesFilter";91.032;-9.9407;89.08
279;clintox;LogisticRegression;"LipinskiFilter;REOSFilter";91.032;-10.0119;89.0018
376;clintox;LogisticRegression;"PAINSFilter;RuleOfVeberFilter";91.032;-10.1779;88.8194
37;clintox;LogisticRegression;"BMSFilter;InpharmaticaFilter";91.032;-10.3203;88.663
236;clintox;LogisticRegression;"InpharmaticaFilter;NIHFilter";91.032;-10.3203;88.663
203;clintox;LogisticRegression;"GSKFilter;SureChEMBLFilter";91.032;-10.344;88.637
594;clintox;GradientBoostingClassifier;"GhoseFilter;GSKFilter";94.5433;-13.9739;85.2196
250;clintox;LogisticRegression;"InpharmaticaFilter;ZINCBasicFilter";91.032;-10.5101;88.4545
210;clintox;LogisticRegression;"HaoFilter;LINTFilter";91.032;-10.5338;88.4285
275;clintox;LogisticRegression;"LipinskiFilter;NIHFilter";91.032;-10.5338;88.4285
39;clintox;LogisticRegression;"BMSFilter;LipinskiFilter";91.032;-10.5338;88.4285
66;clintox;LogisticRegression;"BrenkFilter;LINTFilter";91.032;-10.6524;88.2981
338;clintox;LogisticRegression;"NIBRFilter;TiceInsecticidesFilter";91.032;-10.6524;88.2981
267;clintox;LogisticRegression;"LINTFilter;TiceHerbicidesFilter";91.032;-10.7473;88.1939
237;clintox;LogisticRegression;"InpharmaticaFilter;OpreaFilter";91.032;-10.7473;88.1939
193;clintox;LogisticRegression;"GSKFilter;NIBRFilter";91.032;-10.7711;88.1678
75;clintox;LogisticRegression;"BrenkFilter;REOSFilter";91.032;-10.9134;88.0115
681;clintox;GradientBoostingClassifier;"HaoFilter;TiceInsecticidesFilter";94.5433;-14.4958;84.6675
139;clintox;LogisticRegression;"GhoseFilter;GlaxoFilter";91.032;-11.0083;87.9072
610;clintox;GradientBoostingClassifier;"GhoseFilter;RuleOfXuFilter";94.5433;-14.5552;84.6048
593;clintox;GradientBoostingClassifier;"GhoseFilter;GlaxoFilter";94.5433;-14.6145;84.542
6;clintox;LogisticRegression;"BeyondRo5Filter;GSKFilter";91.032;-11.1507;87.7508
596;clintox;GradientBoostingClassifier;"GhoseFilter;InpharmaticaFilter";94.5433;-14.8399;84.3036
216;clintox;LogisticRegression;"HaoFilter;OpreaFilter";91.032;-11.4828;87.386
201;clintox;LogisticRegression;"GSKFilter;RuleOfVeberFilter";91.032;-11.5302;87.3339
189;clintox;LogisticRegression;"GSKFilter;LINTFilter";91.032;-11.5777;87.2817
372;clintox;LogisticRegression;"PAINSFilter;REOSFilter";91.032;-11.5777;87.2817
143;clintox;LogisticRegression;"GhoseFilter;LINTFilter";91.032;-11.6014;87.2557
604;clintox;GradientBoostingClassifier;"GhoseFilter;PAINSFilter";94.5433;-15.2313;83.8896
248;clintox;LogisticRegression;"InpharmaticaFilter;TiceInsecticidesFilter";91.032;-11.7675;87.0732
601;clintox;GradientBoostingClassifier;"GhoseFilter;NIBRFilter";94.5433;-15.4804;83.6261
161;clintox;LogisticRegression;"GhoseFilter;ZINCBasicFilter";91.032;-11.981;86.8387
182;clintox;LogisticRegression;"GlaxoFilter;TiceHerbicidesFilter";91.032;-12.0522;86.7605
628;clintox;GradientBoostingClassifier;"GlaxoFilter;PfizerFilter";94.5433;-15.7533;83.3375
365;clintox;LogisticRegression;"OpreaFilter;SureChEMBLFilter";91.032;-12.242;86.552
51;clintox;LogisticRegression;"BMSFilter;RuleOfVeberFilter";91.032;-12.2657;86.5259
349;clintox;LogisticRegression;"NIHFilter;RuleOfVeberFilter";91.032;-12.2657;86.5259
227;clintox;LogisticRegression;"HaoFilter;TiceInsecticidesFilter";91.032;-12.2657;86.5259
4;clintox;LogisticRegression;"BeyondRo5Filter;GhoseFilter";91.032;-12.3132;86.4738
140;clintox;LogisticRegression;"GhoseFilter;GSKFilter";91.032;-12.3132;86.4738
146;clintox;LogisticRegression;"GhoseFilter;MolecularWeightFilter";91.032;-12.3132;86.4738
144;clintox;LogisticRegression;"GhoseFilter;LipinskiFilter";91.032;-12.3132;86.4738
436;clintox;LogisticRegression;"RuleOfXuFilter;ValenceDiscoveryFilter";91.032;-12.4081;86.3696
673;clintox;GradientBoostingClassifier;"HaoFilter;REOSFilter";94.5433;-15.9312;83.1493
164;clintox;LogisticRegression;"GlaxoFilter;HaoFilter";91.032;-12.4792;86.2914
441;clintox;LogisticRegression;"SureChEMBLFilter;ValenceDiscoveryFilter";91.032;-12.5741;86.1871
266;clintox;LogisticRegression;"LINTFilter;SureChEMBLFilter";91.032;-12.5979;86.1611
302;clintox;LogisticRegression;"MLSMRFilter;RuleOfXuFilter";91.032;-12.6216;86.135
192;clintox;LogisticRegression;"GSKFilter;MolecularWeightFilter";91.032;-12.6928;86.0568
323;clintox;LogisticRegression;"MolecularWeightFilter;ValenceDiscoveryFilter";91.032;-12.7402;86.0047
190;clintox;LogisticRegression;"GSKFilter;LipinskiFilter";91.032;-12.7639;85.9786
150;clintox;LogisticRegression;"GhoseFilter;PAINSFilter";91.032;-12.7877;85.9526
434;clintox;LogisticRegression;"RuleOfXuFilter;TiceHerbicidesFilter";91.032;-12.7877;85.9526
155;clintox;LogisticRegression;"GhoseFilter;RuleOfVeberFilter";91.032;-12.8114;85.9265
17;clintox;LogisticRegression;"BeyondRo5Filter;PfizerFilter";91.032;-12.8351;85.9004
184;clintox;LogisticRegression;"GlaxoFilter;ValenceDiscoveryFilter";91.032;-12.9537;85.7701
198;clintox;LogisticRegression;"GSKFilter;REOSFilter";91.032;-12.9537;85.7701
344;clintox;LogisticRegression;"NIHFilter;PfizerFilter";91.032;-13.0486;85.6659
46;clintox;LogisticRegression;"BMSFilter;PfizerFilter";91.032;-13.0486;85.6659
27;clintox;LogisticRegression;"BeyondRo5Filter;ValenceDiscoveryFilter";91.032;-13.0961;85.6138
595;clintox;GradientBoostingClassifier;"GhoseFilter;HaoFilter";94.5433;-16.6074;82.4341
147;clintox;LogisticRegression;"GhoseFilter;NIBRFilter";91.032;-13.191;85.5095
205;clintox;LogisticRegression;"GSKFilter;TiceInsecticidesFilter";91.032;-13.3096;85.3792
330;clintox;LogisticRegression;"NIBRFilter;REOSFilter";91.032;-13.3571;85.3271
446;clintox;LogisticRegression;"TiceHerbicidesFilter;ZINCBasicFilter";91.032;-13.4757;85.1968
379;clintox;LogisticRegression;"PAINSFilter;TiceHerbicidesFilter";91.032;-13.5231;85.1446
196;clintox;LogisticRegression;"GSKFilter;PAINSFilter";91.032;-13.5943;85.0665
54;clintox;LogisticRegression;"BMSFilter;TiceHerbicidesFilter";91.032;-13.7129;84.9361
352;clintox;LogisticRegression;"NIHFilter;TiceHerbicidesFilter";91.032;-13.7129;84.9361
345;clintox;LogisticRegression;"NIHFilter;REOSFilter";91.032;-13.7367;84.9101
47;clintox;LogisticRegression;"BMSFilter;REOSFilter";91.032;-13.7367;84.9101
387;clintox;LogisticRegression;"PfizerFilter;SureChEMBLFilter";91.032;-13.7604;84.884
232;clintox;LogisticRegression;"InpharmaticaFilter;LipinskiFilter";91.032;-13.8078;84.8319
159;clintox;LogisticRegression;"GhoseFilter;TiceInsecticidesFilter";91.032;-13.8316;84.8058
451;clintox;LogisticRegression;"ValenceDiscoveryFilter;ZINCBasicFilter";91.032;-13.8316;84.8058
641;clintox;GradientBoostingClassifier;"GSKFilter;HaoFilter";94.5433;-17.3665;81.6311
321;clintox;LogisticRegression;"MolecularWeightFilter;TiceHerbicidesFilter";91.032;-13.879;84.7537
286;clintox;LogisticRegression;"LipinskiFilter;TiceHerbicidesFilter";91.032;-13.879;84.7537
469;clintox;GradientBoostingClassifier;"BeyondRo5Filter;OpreaFilter";94.5433;-17.414;81.5809
288;clintox;LogisticRegression;"LipinskiFilter;ValenceDiscoveryFilter";91.032;-13.9027;84.7277
440;clintox;LogisticRegression;"SureChEMBLFilter;TiceInsecticidesFilter";91.032;-13.9027;84.7277
329;clintox;LogisticRegression;"NIBRFilter;PfizerFilter";91.032;-13.9265;84.7016
278;clintox;LogisticRegression;"LipinskiFilter;PfizerFilter";91.032;-13.9265;84.7016
612;clintox;GradientBoostingClassifier;"GhoseFilter;TiceHerbicidesFilter";94.5433;-17.4377;81.5558
25;clintox;LogisticRegression;"BeyondRo5Filter;TiceHerbicidesFilter";91.032;-13.9265;84.7016
83;clintox;LogisticRegression;"BrenkFilter;TiceInsecticidesFilter";91.032;-14.0214;84.5973
7;clintox;LogisticRegression;"BeyondRo5Filter;HaoFilter";91.032;-14.0688;84.5452
152;clintox;LogisticRegression;"GhoseFilter;REOSFilter";91.032;-14.1163;84.4931
223;clintox;LogisticRegression;"HaoFilter;RuleOfVeberFilter";91.032;-14.2823;84.3107
211;clintox;LogisticRegression;"HaoFilter;LipinskiFilter";91.032;-14.2823;84.3107
213;clintox;LogisticRegression;"HaoFilter;MolecularWeightFilter";91.032;-14.2823;84.3107
244;clintox;LogisticRegression;"InpharmaticaFilter;RuleOfVeberFilter";91.032;-14.2823;84.3107
679;clintox;GradientBoostingClassifier;"HaoFilter;SureChEMBLFilter";94.5433;-17.8055;81.1669
765;clintox;GradientBoostingClassifier;"MolecularWeightFilter;OpreaFilter";94.5433;-17.8885;81.079
217;clintox;LogisticRegression;"HaoFilter;PAINSFilter";91.032;-14.4247;84.1543
381;clintox;LogisticRegression;"PAINSFilter;ValenceDiscoveryFilter";91.032;-14.4484;84.1282
615;clintox;GradientBoostingClassifier;"GhoseFilter;ZINCBasicFilter";94.5433;-18.1139;80.8407
157;clintox;LogisticRegression;"GhoseFilter;SureChEMBLFilter";91.032;-14.6619;83.8937
691;clintox;GradientBoostingClassifier;"InpharmaticaFilter;OpreaFilter";94.5433;-18.2206;80.7277
606;clintox;GradientBoostingClassifier;"GhoseFilter;REOSFilter";94.5433;-18.2681;80.6775
79;clintox;LogisticRegression;"BrenkFilter;RuleOfVeberFilter";91.032;-14.828;83.7112
680;clintox;GradientBoostingClassifier;"HaoFilter;TiceHerbicidesFilter";94.5433;-18.3986;80.5395
215;clintox;LogisticRegression;"HaoFilter;NIHFilter";91.032;-15.0178;83.5027
36;clintox;LogisticRegression;"BMSFilter;HaoFilter";91.032;-15.0178;83.5027
659;clintox;GradientBoostingClassifier;"GSKFilter;TiceInsecticidesFilter";94.5433;-18.5528;80.3764
305;clintox;LogisticRegression;"MLSMRFilter;TiceInsecticidesFilter";91.032;-15.1127;83.3985
84;clintox;LogisticRegression;"BrenkFilter;ValenceDiscoveryFilter";91.032;-15.1839;83.3203
430;clintox;LogisticRegression;"RuleOfVeberFilter;ValenceDiscoveryFilter";91.032;-15.3025;83.19
141;clintox;LogisticRegression;"GhoseFilter;HaoFilter";91.032;-15.4686;83.0076
657;clintox;GradientBoostingClassifier;"GSKFilter;SureChEMBLFilter";94.5433;-19.0747;79.8243
233;clintox;LogisticRegression;"InpharmaticaFilter;MLSMRFilter";91.032;-15.5872;82.8772
444;clintox;LogisticRegression;"TiceHerbicidesFilter;TiceInsecticidesFilter";91.032;-15.5872;82.8772
72;clintox;LogisticRegression;"BrenkFilter;OpreaFilter";91.032;-15.777;82.6688
730;clintox;GradientBoostingClassifier;"LipinskiFilter;OpreaFilter";94.5433;-19.2883;79.5985
253;clintox;LogisticRegression;"LINTFilter;MLSMRFilter";91.032;-15.8244;82.6166
400;clintox;LogisticRegression;"REOSFilter;ValenceDiscoveryFilter";91.032;-15.8956;82.5384
229;clintox;LogisticRegression;"HaoFilter;ZINCBasicFilter";91.032;-15.9668;82.4603
67;clintox;LogisticRegression;"BrenkFilter;LipinskiFilter";91.032;-16.1329;82.2778
399;clintox;LogisticRegression;"REOSFilter;TiceInsecticidesFilter";91.032;-16.1329;82.2778
197;clintox;LogisticRegression;"GSKFilter;PfizerFilter";91.032;-16.1803;82.2257
386;clintox;LogisticRegression;"PfizerFilter;RuleOfXuFilter";91.032;-16.204;82.1996
168;clintox;LogisticRegression;"GlaxoFilter;MLSMRFilter";91.032;-16.3464;82.0433
293;clintox;LogisticRegression;"MLSMRFilter;NIHFilter";91.032;-16.3938;81.9911
40;clintox;LogisticRegression;"BMSFilter;MLSMRFilter";91.032;-16.3938;81.9911
295;clintox;LogisticRegression;"MLSMRFilter;PAINSFilter";91.032;-16.465;81.913
247;clintox;LogisticRegression;"InpharmaticaFilter;TiceHerbicidesFilter";91.032;-16.4887;81.8869
260;clintox;LogisticRegression;"LINTFilter;REOSFilter";91.032;-16.5599;81.8087
291;clintox;LogisticRegression;"MLSMRFilter;MolecularWeightFilter";91.032;-16.5599;81.8087
195;clintox;LogisticRegression;"GSKFilter;OpreaFilter";91.032;-16.6311;81.7305
339;clintox;LogisticRegression;"NIBRFilter;ValenceDiscoveryFilter";91.032;-16.6785;81.6784
301;clintox;LogisticRegression;"MLSMRFilter;RuleOfVeberFilter";91.032;-16.6785;81.6784
537;clintox;GradientBoostingClassifier;"BrenkFilter;TiceInsecticidesFilter";94.5433;-20.3321;78.4944
11;clintox;LogisticRegression;"BeyondRo5Filter;MLSMRFilter";91.032;-16.8683;81.4699
384;clintox;LogisticRegression;"PfizerFilter;REOSFilter";91.032;-16.8921;81.4438
142;clintox;LogisticRegression;"GhoseFilter;InpharmaticaFilter";91.032;-16.9158;81.4178
68;clintox;LogisticRegression;"BrenkFilter;MLSMRFilter";91.032;-16.9632;81.3657
35;clintox;LogisticRegression;"BMSFilter;GSKFilter";91.032;-17.0107;81.3135
194;clintox;LogisticRegression;"GSKFilter;NIHFilter";91.032;-17.0107;81.3135
385;clintox;LogisticRegression;"PfizerFilter;RuleOfVeberFilter";91.032;-17.3428;80.9487
272;clintox;LogisticRegression;"LipinskiFilter;MLSMRFilter";91.032;-17.3665;80.9226
428;clintox;LogisticRegression;"RuleOfVeberFilter;TiceHerbicidesFilter";91.032;-17.4614;80.8183
297;clintox;LogisticRegression;"MLSMRFilter;REOSFilter";91.032;-17.5326;80.7402
187;clintox;LogisticRegression;"GSKFilter;HaoFilter";91.032;-17.7461;80.5056
259;clintox;LogisticRegression;"LINTFilter;PfizerFilter";91.032;-17.7699;80.4795
269;clintox;LogisticRegression;"LINTFilter;ValenceDiscoveryFilter";91.032;-17.9122;80.3232
188;clintox;LogisticRegression;"GSKFilter;InpharmaticaFilter";91.032;-17.9834;80.245
337;clintox;LogisticRegression;"NIBRFilter;TiceHerbicidesFilter";91.032;-18.0071;80.2189
390;clintox;LogisticRegression;"PfizerFilter;ValenceDiscoveryFilter";91.032;-18.1257;80.0886
354;clintox;LogisticRegression;"NIHFilter;ValenceDiscoveryFilter";91.032;-18.1495;80.0625
56;clintox;LogisticRegression;"BMSFilter;ValenceDiscoveryFilter";91.032;-18.1495;80.0625
206;clintox;LogisticRegression;"GSKFilter;ValenceDiscoveryFilter";91.032;-18.1969;80.0104
240;clintox;LogisticRegression;"InpharmaticaFilter;REOSFilter";91.032;-18.4104;79.7759
149;clintox;LogisticRegression;"GhoseFilter;OpreaFilter";91.032;-18.5053;79.6716
307;clintox;LogisticRegression;"MLSMRFilter;ZINCBasicFilter";91.032;-18.5765;79.5934
249;clintox;LogisticRegression;"InpharmaticaFilter;ValenceDiscoveryFilter";91.032;-18.7189;79.4371
303;clintox;LogisticRegression;"MLSMRFilter;SureChEMBLFilter";91.032;-18.8375;79.3068
439;clintox;LogisticRegression;"SureChEMBLFilter;TiceHerbicidesFilter";91.032;-18.9087;79.2286
540;clintox;GradientBoostingClassifier;"BrenkFilter;ZINCDruglikeFilter";94.5433;-22.4674;76.2359
292;clintox;LogisticRegression;"MLSMRFilter;NIBRFilter";91.032;-18.9561;79.1764
148;clintox;LogisticRegression;"GhoseFilter;NIHFilter";91.032;-19.051;79.0722
33;clintox;LogisticRegression;"BMSFilter;GhoseFilter";91.032;-19.051;79.0722
214;clintox;LogisticRegression;"HaoFilter;NIBRFilter";91.032;-19.2883;78.8116
306;clintox;LogisticRegression;"MLSMRFilter;ValenceDiscoveryFilter";91.032;-19.2883;78.8116
611;clintox;GradientBoostingClassifier;"GhoseFilter;SureChEMBLFilter";94.5433;-22.9537;75.7215
359;clintox;LogisticRegression;"OpreaFilter;REOSFilter";91.032;-19.4543;78.6291
744;clintox;GradientBoostingClassifier;"LipinskiFilter;ZINCDruglikeFilter";94.5433;-23.1079;75.5583
551;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;NIBRFilter";94.5433;-23.1791;75.4831
239;clintox;LogisticRegression;"InpharmaticaFilter;PfizerFilter";91.032;-19.6679;78.3946
151;clintox;LogisticRegression;"GhoseFilter;PfizerFilter";91.032;-19.739;78.3164
640;clintox;GradientBoostingClassifier;"GlaxoFilter;ZINCDruglikeFilter";94.5433;-23.2977;75.3576
304;clintox;LogisticRegression;"MLSMRFilter;TiceHerbicidesFilter";91.032;-19.8814;78.16
649;clintox;GradientBoostingClassifier;"GSKFilter;OpreaFilter";94.5433;-23.4994;75.1443
82;clintox;LogisticRegression;"BrenkFilter;TiceHerbicidesFilter";91.032;-20.1898;77.8212
209;clintox;LogisticRegression;"HaoFilter;InpharmaticaFilter";91.032;-20.1898;77.8212
160;clintox;LogisticRegression;"GhoseFilter;ValenceDiscoveryFilter";91.032;-20.2135;77.7952
565;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;ValenceDiscoveryFilter";94.5433;-24.223;74.3789
366;clintox;LogisticRegression;"OpreaFilter;TiceHerbicidesFilter";91.032;-20.7592;77.1957
219;clintox;LogisticRegression;"HaoFilter;REOSFilter";91.032;-20.8304;77.1175
543;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;GlaxoFilter";94.5433;-24.5552;74.0276
225;clintox;LogisticRegression;"HaoFilter;SureChEMBLFilter";91.032;-21.0913;76.8309
538;clintox;GradientBoostingClassifier;"BrenkFilter;ValenceDiscoveryFilter";94.5433;-24.6738;73.9021
448;clintox;LogisticRegression;"TiceInsecticidesFilter;ValenceDiscoveryFilter";91.032;-21.2337;76.6745
512;clintox;GradientBoostingClassifier;"BMSFilter;ZINCDruglikeFilter";94.5433;-24.7687;73.8018
315;clintox;LogisticRegression;"MolecularWeightFilter;RuleOfFourFilter";91.032;-21.2574;76.6484
725;clintox;GradientBoostingClassifier;"LINTFilter;ZINCDruglikeFilter";94.5433;-24.7687;73.8018
614;clintox;GradientBoostingClassifier;"GhoseFilter;ValenceDiscoveryFilter";94.5433;-24.8161;73.7516
19;clintox;LogisticRegression;"BeyondRo5Filter;RuleOfFourFilter";91.032;-21.9217;75.9187
64;clintox;LogisticRegression;"BrenkFilter;HaoFilter";91.032;-22.0403;75.7884
398;clintox;LogisticRegression;"REOSFilter;TiceHerbicidesFilter";91.032;-22.1115;75.7102
566;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;ZINCBasicFilter";94.5433;-25.6465;72.8733
61;clintox;LogisticRegression;"BrenkFilter;GhoseFilter";91.032;-22.2064;75.6059
368;clintox;LogisticRegression;"OpreaFilter;ValenceDiscoveryFilter";91.032;-22.3962;75.3974
483;clintox;GradientBoostingClassifier;"BeyondRo5Filter;ZINCDruglikeFilter";94.5433;-26.0973;72.3965
779;clintox;GradientBoostingClassifier;"MolecularWeightFilter;ZINCDruglikeFilter";94.5433;-26.2159;72.271
404;clintox;LogisticRegression;"RuleOfFourFilter;RuleOfXuFilter";91.032;-22.9656;74.772
373;clintox;LogisticRegression;"PAINSFilter;RuleOfFourFilter";91.032;-22.9656;74.772
63;clintox;LogisticRegression;"BrenkFilter;GSKFilter";91.032;-22.9893;74.7459
228;clintox;LogisticRegression;"HaoFilter;ValenceDiscoveryFilter";91.032;-23.1317;74.5895
603;clintox;GradientBoostingClassifier;"GhoseFilter;OpreaFilter";94.5433;-27.0225;71.4178
204;clintox;LogisticRegression;"GSKFilter;TiceHerbicidesFilter";91.032;-23.6299;74.0422
294;clintox;LogisticRegression;"MLSMRFilter;OpreaFilter";91.032;-23.796;73.8598
568;clintox;GradientBoostingClassifier;"FAF4LeadlikeFilter;GhoseFilter";94.5433;-27.3665;71.054
212;clintox;LogisticRegression;"HaoFilter;MLSMRFilter";91.032;-24.0807;73.547
226;clintox;LogisticRegression;"HaoFilter;TiceHerbicidesFilter";91.032;-24.1756;73.4428
552;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;NIHFilter";94.5433;-27.7106;70.6901
403;clintox;LogisticRegression;"RuleOfFourFilter;RuleOfVeberFilter";91.032;-24.2705;73.3385
542;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;GhoseFilter";94.5433;-27.8055;70.5897
503;clintox;GradientBoostingClassifier;"BMSFilter;RuleOfThreeFilter";94.5433;-27.8055;70.5897
562;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;SureChEMBLFilter";94.5433;-27.9241;70.4642
145;clintox;LogisticRegression;"GhoseFilter;MLSMRFilter";91.032;-24.6501;72.9216
186;clintox;LogisticRegression;"GlaxoFilter;ZINCDruglikeFilter";91.032;-24.6738;72.8955
438;clintox;LogisticRegression;"RuleOfXuFilter;ZINCDruglikeFilter";91.032;-25.0771;72.4524
445;clintox;LogisticRegression;"TiceHerbicidesFilter;ValenceDiscoveryFilter";91.032;-25.1483;72.3743
346;clintox;LogisticRegression;"NIHFilter;RuleOfFourFilter";91.032;-25.172;72.3482
48;clintox;LogisticRegression;"BMSFilter;RuleOfFourFilter";91.032;-25.172;72.3482
127;clintox;LogisticRegression;"FAF4LeadlikeFilter;PfizerFilter";91.032;-25.2432;72.27
392;clintox;LogisticRegression;"PfizerFilter;ZINCDruglikeFilter";91.032;-25.2669;72.2439
456;clintox;GradientBoostingClassifier;"BeyondRo5Filter;FAF4DruglikeFilter";94.5433;-28.8256;69.5107
630;clintox;GradientBoostingClassifier;"GlaxoFilter;RuleOfFourFilter";94.5433;-29.0391;69.2848
176;clintox;LogisticRegression;"GlaxoFilter;RuleOfFourFilter";91.032;-25.5991;71.8791
29;clintox;LogisticRegression;"BeyondRo5Filter;ZINCDruglikeFilter";91.032;-25.6228;71.853
241;clintox;LogisticRegression;"InpharmaticaFilter;RuleOfFourFilter";91.032;-25.6702;71.8009
325;clintox;LogisticRegression;"MolecularWeightFilter;ZINCDruglikeFilter";91.032;-25.694;71.7748
548;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;LipinskiFilter";94.5433;-29.2527;69.059
290;clintox;LogisticRegression;"LipinskiFilter;ZINCDruglikeFilter";91.032;-25.8363;71.6185
547;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;LINTFilter";94.5433;-29.3713;68.9335
158;clintox;LogisticRegression;"GhoseFilter;TiceHerbicidesFilter";91.032;-26.0735;71.3578
662;clintox;GradientBoostingClassifier;"GSKFilter;ZINCDruglikeFilter";94.5433;-29.6085;68.6826
560;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;RuleOfVeberFilter";94.5433;-29.656;68.6324
453;clintox;LogisticRegression;"ZINCBasicFilter;ZINCDruglikeFilter";91.032;-26.1922;71.2275
748;clintox;GradientBoostingClassifier;"MLSMRFilter;OpreaFilter";94.5433;-29.7865;68.4944
553;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;OpreaFilter";94.5433;-29.7983;68.4818
432;clintox;LogisticRegression;"RuleOfVeberFilter;ZINCDruglikeFilter";91.032;-26.3108;71.0972
383;clintox;LogisticRegression;"PAINSFilter;ZINCDruglikeFilter";91.032;-26.3345;71.0711
734;clintox;GradientBoostingClassifier;"LipinskiFilter;RuleOfFourFilter";94.5433;-29.8814;68.394
74;clintox;LogisticRegression;"BrenkFilter;PfizerFilter";91.032;-26.5006;70.8887
191;clintox;LogisticRegression;"GSKFilter;MLSMRFilter";91.032;-26.6904;70.6802
586;clintox;GradientBoostingClassifier;"FAF4LeadlikeFilter;RuleOfXuFilter";94.5433;-30.5338;67.7039
550;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;MolecularWeightFilter";94.5433;-30.7236;67.5031
654;clintox;GradientBoostingClassifier;"GSKFilter;RuleOfTwoFilter";94.5433;-30.7355;67.4906
670;clintox;GradientBoostingClassifier;"HaoFilter;OpreaFilter";94.5433;-30.7948;67.4279
554;clintox;GradientBoostingClassifier;"FAF4DruglikeFilter;PAINSFilter";94.5433;-30.7948;67.4279
107;clintox;LogisticRegression;"FAF4DruglikeFilter;RuleOfXuFilter";91.032;-27.331;69.9765
