;Dataset;Model;Filters;Baseline value;Predicted ROC-AUC;Ratio [%]
774;bace;GradientBoostingClassifier;"RuleOfVeberFilter;TiceHerbicidesFilter";78.4605;-11.3368;85.551
662;bace;GradientBoostingClassifier;"LipinskiFilter;TiceHerbicidesFilter";78.4605;-11.3905;85.4825
792;bace;GradientBoostingClassifier;"TiceHerbicidesFilter;ZINCBasicFilter";78.4605;-11.4665;85.3856
642;bace;GradientBoostingClassifier;"LINTFilter;RuleOfVeberFilter";78.4605;-11.5829;85.2373
720;bace;GradientBoostingClassifier;"NIHFilter;TiceHerbicidesFilter";78.4605;-11.5873;85.2316
565;bace;GradientBoostingClassifier;"GlaxoFilter;RuleOfVeberFilter";78.4605;-11.6119;85.2003
648;bace;GradientBoostingClassifier;"LINTFilter;ZINCBasicFilter";78.4605;-11.6164;85.1946
22;bace;LogisticRegression;"BeyondRo5Filter;SureChEMBLFilter";79.796;-13.0055;83.7015
154;bace;LogisticRegression;"GlaxoFilter;LINTFilter";79.796;-13.0727;83.6174
366;bace;LogisticRegression;"RuleOfFourFilter;RuleOfXuFilter";79.796;-13.1398;83.5333
742;bace;GradientBoostingClassifier;"PAINSFilter;TiceHerbicidesFilter";78.4605;-11.8222;84.9323
702;bace;GradientBoostingClassifier;"NIBRFilter;REOSFilter";78.4605;-11.9027;84.8297
75;bace;LogisticRegression;"BrenkFilter;SureChEMBLFilter";79.796;-13.2829;83.3539
203;bace;LogisticRegression;"HaoFilter;REOSFilter";79.796;-13.2874;83.3483
373;bace;LogisticRegression;"RuleOfVeberFilter;SureChEMBLFilter";79.796;-13.2919;83.3427
693;bace;GradientBoostingClassifier;"MolecularWeightFilter;TiceHerbicidesFilter";78.4605;-12.0258;84.6728
758;bace;GradientBoostingClassifier;"REOSFilter;RuleOfXuFilter";78.4605;-12.037;84.6586
124;bace;LogisticRegression;"FAF4LeadlikeFilter;TiceHerbicidesFilter";79.796;-13.5469;83.0231
71;bace;LogisticRegression;"BrenkFilter;REOSFilter";79.796;-13.5961;82.9614
202;bace;LogisticRegression;"HaoFilter;PfizerFilter";79.796;-13.6364;82.911
737;bace;GradientBoostingClassifier;"PAINSFilter;REOSFilter";78.4605;-12.3143;84.3051
423;bace;GradientBoostingClassifier;"BeyondRo5Filter;TiceHerbicidesFilter";78.4605;-12.3166;84.3022
760;bace;GradientBoostingClassifier;"REOSFilter;TiceHerbicidesFilter";78.4605;-12.4195;84.1711
763;bace;GradientBoostingClassifier;"REOSFilter;ZINCBasicFilter";78.4605;-12.4463;84.1368
571;bace;GradientBoostingClassifier;"GlaxoFilter;ZINCBasicFilter";78.4605;-12.5246;84.0371
788;bace;GradientBoostingClassifier;"SureChEMBLFilter;ZINCBasicFilter";78.4605;-12.6588;83.866
163;bace;LogisticRegression;"GlaxoFilter;REOSFilter";79.796;-14.0301;82.4176
361;bace;LogisticRegression;"REOSFilter;TiceInsecticidesFilter";79.796;-14.0569;82.3839
707;bace;GradientBoostingClassifier;"NIBRFilter;TiceHerbicidesFilter";78.4605;-12.802;83.6835
208;bace;LogisticRegression;"HaoFilter;TiceHerbicidesFilter";79.796;-14.1419;82.2774
513;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;MLSMRFilter";78.4605;-12.8333;83.6436
210;bace;LogisticRegression;"HaoFilter;ValenceDiscoveryFilter";79.796;-14.2224;82.1765
445;bace;GradientBoostingClassifier;"BMSFilter;REOSFilter";78.4605;-13.0257;83.3984
757;bace;GradientBoostingClassifier;"REOSFilter;RuleOfVeberFilter";78.4605;-13.1644;83.2217
244;bace;LogisticRegression;"LINTFilter;SureChEMBLFilter";79.796;-14.5043;81.8233
657;bace;GradientBoostingClassifier;"LipinskiFilter;REOSFilter";78.4605;-13.2091;83.1646
688;bace;GradientBoostingClassifier;"MolecularWeightFilter;REOSFilter";78.4605;-13.236;83.1304
554;bace;GradientBoostingClassifier;"GlaxoFilter;LINTFilter";78.4605;-13.3031;83.0449
418;bace;GradientBoostingClassifier;"BeyondRo5Filter;REOSFilter";78.4605;-13.3389;82.9993
846;bace;GaussianNB;"BMSFilter;RuleOfFourFilter";59.4958;5.5744;109.3695
1116;bace;GaussianNB;"NIHFilter;RuleOfFourFilter";59.4958;5.5744;109.3695
661;bace;GradientBoostingClassifier;"LipinskiFilter;SureChEMBLFilter";78.4605;-13.4149;82.9024
715;bace;GradientBoostingClassifier;"NIHFilter;REOSFilter";78.4605;-13.491;82.8054
623;bace;GradientBoostingClassifier;"InpharmaticaFilter;RuleOfFourFilter";78.4605;-13.5693;82.7056
819;bace;GaussianNB;"BeyondRo5Filter;RuleOfFourFilter";59.4958;5.3709;109.0273
1103;bace;GaussianNB;"NIBRFilter;RuleOfFourFilter";59.4958;5.2613;108.8431
212;bace;LogisticRegression;"HaoFilter;ZINCDruglikeFilter";79.796;-15.0993;81.0776
1138;bace;GaussianNB;"PAINSFilter;RuleOfFourFilter";59.4958;5.1472;108.6514
1089;bace;GaussianNB;"MolecularWeightFilter;RuleOfFourFilter";59.4958;5.1472;108.6514
170;bace;LogisticRegression;"GlaxoFilter;ValenceDiscoveryFilter";79.796;-15.1575;81.0047
171;bace;LogisticRegression;"GlaxoFilter;ZINCBasicFilter";79.796;-15.1754;80.9823
509;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;HaoFilter";78.4605;-14.0077;82.1468
358;bace;LogisticRegression;"REOSFilter;RuleOfXuFilter";79.796;-15.3946;80.7076
378;bace;LogisticRegression;"RuleOfVeberFilter;ZINCDruglikeFilter";79.796;-15.4438;80.6459
645;bace;GradientBoostingClassifier;"LINTFilter;TiceHerbicidesFilter";78.4605;-14.1464;81.9701
476;bace;GradientBoostingClassifier;"BrenkFilter;TiceHerbicidesFilter";78.4605;-14.1464;81.9701
155;bace;LogisticRegression;"GlaxoFilter;LipinskiFilter";79.796;-15.5557;80.5057
85;bace;LogisticRegression;"FAF4DruglikeFilter;HaoFilter";79.796;-15.6049;80.444
109;bace;LogisticRegression;"FAF4LeadlikeFilter;HaoFilter";79.796;-15.6228;80.4216
370;bace;LogisticRegression;"RuleOfFourFilter;ZINCBasicFilter";79.796;-15.6317;80.4104
405;bace;GradientBoostingClassifier;"BeyondRo5Filter;GlaxoFilter";78.4605;-14.3522;81.7078
535;bace;GradientBoostingClassifier;"GhoseFilter;MLSMRFilter";78.4605;-14.5356;81.474
670;bace;GradientBoostingClassifier;"MLSMRFilter;OpreaFilter";78.4605;-14.6385;81.3428
600;bace;GradientBoostingClassifier;"HaoFilter;OpreaFilter";78.4605;-14.6676;81.3058
570;bace;GradientBoostingClassifier;"GlaxoFilter;ValenceDiscoveryFilter";78.4605;-14.6698;81.3029
393;bace;LogisticRegression;"TiceHerbicidesFilter;ZINCDruglikeFilter";79.796;-16.0165;79.9282
432;bace;GradientBoostingClassifier;"BMSFilter;GlaxoFilter";78.4605;-14.6922;81.2744
759;bace;GradientBoostingClassifier;"REOSFilter;SureChEMBLFilter";78.4605;-14.7034;81.2602
615;bace;GradientBoostingClassifier;"InpharmaticaFilter;MLSMRFilter";78.4605;-14.7325;81.2231
364;bace;LogisticRegression;"REOSFilter;ZINCDruglikeFilter";79.796;-16.097;79.8273
680;bace;GradientBoostingClassifier;"MLSMRFilter;ValenceDiscoveryFilter";78.4605;-14.7861;81.1547
362;bace;LogisticRegression;"REOSFilter;ValenceDiscoveryFilter";79.796;-16.1596;79.7488
1023;bace;GaussianNB;"InpharmaticaFilter;RuleOfFourFilter";59.4958;4.1316;106.9444
355;bace;LogisticRegression;"PfizerFilter;ZINCDruglikeFilter";79.796;-16.1999;79.6984
787;bace;GradientBoostingClassifier;"SureChEMBLFilter;ValenceDiscoveryFilter";78.4605;-14.8756;81.0406
508;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;GSKFilter";78.4605;-14.8823;81.0321
152;bace;LogisticRegression;"GlaxoFilter;HaoFilter";79.796;-16.2491;79.6367
80;bace;LogisticRegression;"BrenkFilter;ZINCDruglikeFilter";79.796;-16.3207;79.547
169;bace;LogisticRegression;"GlaxoFilter;TiceInsecticidesFilter";79.796;-16.3296;79.5358
751;bace;GradientBoostingClassifier;"PfizerFilter;TiceHerbicidesFilter";78.4605;-15.0054;80.8753
316;bace;LogisticRegression;"NIHFilter;RuleOfFourFilter";79.796;-16.3833;79.4685
46;bace;LogisticRegression;"BMSFilter;RuleOfFourFilter";79.796;-16.3833;79.4685
258;bace;LogisticRegression;"LipinskiFilter;RuleOfFourFilter";79.796;-16.4012;79.4461
786;bace;GradientBoostingClassifier;"SureChEMBLFilter;TiceInsecticidesFilter";78.4605;-15.1195;80.7299
388;bace;LogisticRegression;"SureChEMBLFilter;ZINCBasicFilter";79.796;-16.4549;79.3788
569;bace;GradientBoostingClassifier;"GlaxoFilter;TiceInsecticidesFilter";78.4605;-15.1776;80.6557
289;bace;LogisticRegression;"MolecularWeightFilter;RuleOfFourFilter";79.796;-16.5265;79.2891
338;bace;LogisticRegression;"PAINSFilter;RuleOfFourFilter";79.796;-16.5265;79.2891
303;bace;LogisticRegression;"NIBRFilter;RuleOfFourFilter";79.796;-16.531;79.2835
558;bace;GradientBoostingClassifier;"GlaxoFilter;NIBRFilter";78.4605;-15.2;80.6272
682;bace;GradientBoostingClassifier;"MLSMRFilter;ZINCDruglikeFilter";78.4605;-15.2156;80.6073
523;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;SureChEMBLFilter";78.4605;-15.2201;80.6016
780;bace;GradientBoostingClassifier;"RuleOfXuFilter;TiceHerbicidesFilter";78.4605;-15.2268;80.593
553;bace;GradientBoostingClassifier;"GlaxoFilter;InpharmaticaFilter";78.4605;-15.238;80.5788
396;bace;LogisticRegression;"TiceInsecticidesFilter;ZINCDruglikeFilter";79.796;-16.6383;79.1489
261;bace;LogisticRegression;"LipinskiFilter;SureChEMBLFilter";79.796;-16.6473;79.1377
387;bace;LogisticRegression;"SureChEMBLFilter;ValenceDiscoveryFilter";79.796;-16.6741;79.1041
19;bace;LogisticRegression;"BeyondRo5Filter;RuleOfFourFilter";79.796;-16.6831;79.0928
266;bace;LogisticRegression;"LipinskiFilter;ZINCDruglikeFilter";79.796;-16.7815;78.9695
633;bace;GradientBoostingClassifier;"LINTFilter;MLSMRFilter";78.4605;-15.4885;80.2594
72;bace;LogisticRegression;"BrenkFilter;RuleOfFourFilter";79.796;-16.8844;78.8405
390;bace;LogisticRegression;"TiceHerbicidesFilter;TiceInsecticidesFilter";79.796;-16.8889;78.8349
650;bace;GradientBoostingClassifier;"LipinskiFilter;MLSMRFilter";78.4605;-15.5579;80.1711
577;bace;GradientBoostingClassifier;"GSKFilter;MLSMRFilter";78.4605;-15.5847;80.1368
399;bace;LogisticRegression;"ZINCBasicFilter;ZINCDruglikeFilter";79.796;-16.9873;78.7116
559;bace;GradientBoostingClassifier;"GlaxoFilter;NIHFilter";78.4605;-15.6518;80.0513
510;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;InpharmaticaFilter";78.4605;-15.6742;80.0228
515;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;NIBRFilter";78.4605;-15.7078;79.98
27;bace;LogisticRegression;"BeyondRo5Filter;ZINCDruglikeFilter";79.796;-17.0768;78.5995
54;bace;LogisticRegression;"BMSFilter;ZINCDruglikeFilter";79.796;-17.0768;78.5995
311;bace;LogisticRegression;"NIBRFilter;ZINCDruglikeFilter";79.796;-17.0768;78.5995
297;bace;LogisticRegression;"MolecularWeightFilter;ZINCDruglikeFilter";79.796;-17.0768;78.5995
172;bace;LogisticRegression;"GlaxoFilter;ZINCDruglikeFilter";79.796;-17.0768;78.5995
324;bace;LogisticRegression;"NIHFilter;ZINCDruglikeFilter";79.796;-17.0768;78.5995
1173;bace;GaussianNB;"RuleOfVeberFilter;SureChEMBLFilter";59.4958;3.1966;105.3728
430;bace;GradientBoostingClassifier;"BMSFilter;FAF4LeadlikeFilter";78.4605;-15.7816;79.886
222;bace;LogisticRegression;"InpharmaticaFilter;REOSFilter";79.796;-17.202;78.4425
563;bace;GradientBoostingClassifier;"GlaxoFilter;REOSFilter";78.4605;-15.8778;79.7634
517;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;OpreaFilter";78.4605;-15.8934;79.7434
561;bace;GradientBoostingClassifier;"GlaxoFilter;PAINSFilter";78.4605;-15.9426;79.6807
1041;bace;GaussianNB;"LINTFilter;RuleOfFourFilter";59.4958;2.9505;104.9592
209;bace;LogisticRegression;"HaoFilter;TiceInsecticidesFilter";79.796;-17.372;78.2294
489;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;MLSMRFilter";78.4605;-16.0455;79.5495
346;bace;LogisticRegression;"PAINSFilter;ZINCDruglikeFilter";79.796;-17.3944;78.2014
1166;bace;GaussianNB;"RuleOfFourFilter;RuleOfXuFilter";59.4958;2.9013;104.8765
511;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;LINTFilter";78.4605;-16.0836;79.5011
521;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;RuleOfVeberFilter";78.4605;-16.1171;79.4583
223;bace;LogisticRegression;"InpharmaticaFilter;RuleOfFourFilter";79.796;-17.6002;77.9435
198;bace;LogisticRegression;"HaoFilter;NIBRFilter";79.796;-17.6047;77.9379
308;bace;LogisticRegression;"NIBRFilter;TiceInsecticidesFilter";79.796;-17.6315;77.9042
666;bace;GradientBoostingClassifier;"LipinskiFilter;ZINCDruglikeFilter";78.4605;-16.3632;79.1447
764;bace;GradientBoostingClassifier;"REOSFilter;ZINCDruglikeFilter";78.4605;-16.3833;79.119
574;bace;GradientBoostingClassifier;"GSKFilter;InpharmaticaFilter";78.4605;-16.3923;79.1076
111;bace;LogisticRegression;"FAF4LeadlikeFilter;LINTFilter";79.796;-17.7344;77.7753
566;bace;GradientBoostingClassifier;"GlaxoFilter;RuleOfXuFilter";78.4605;-16.4035;79.0934
799;bace;GradientBoostingClassifier;"ZINCBasicFilter;ZINCDruglikeFilter";78.4605;-16.4191;79.0734
557;bace;GradientBoostingClassifier;"GlaxoFilter;MolecularWeightFilter";78.4605;-16.4213;79.0706
532;bace;GradientBoostingClassifier;"GhoseFilter;InpharmaticaFilter";78.4605;-16.4258;79.0649
778;bace;GradientBoostingClassifier;"RuleOfVeberFilter;ZINCDruglikeFilter";78.4605;-16.437;79.0506
395;bace;LogisticRegression;"TiceInsecticidesFilter;ZINCBasicFilter";79.796;-17.7792;77.7192
779;bace;GradientBoostingClassifier;"RuleOfXuFilter;SureChEMBLFilter";78.4605;-16.446;79.0392
403;bace;GradientBoostingClassifier;"BeyondRo5Filter;FAF4LeadlikeFilter";78.4605;-16.4773;78.9993
263;bace;LogisticRegression;"LipinskiFilter;TiceInsecticidesFilter";79.796;-17.8373;77.6463
24;bace;LogisticRegression;"BeyondRo5Filter;TiceInsecticidesFilter";79.796;-17.8373;77.6463
294;bace;LogisticRegression;"MolecularWeightFilter;TiceInsecticidesFilter";79.796;-17.8373;77.6463
375;bace;LogisticRegression;"RuleOfVeberFilter;TiceInsecticidesFilter";79.796;-17.8373;77.6463
321;bace;LogisticRegression;"NIHFilter;TiceInsecticidesFilter";79.796;-17.8373;77.6463
51;bace;LogisticRegression;"BMSFilter;TiceInsecticidesFilter";79.796;-17.8373;77.6463
422;bace;GradientBoostingClassifier;"BeyondRo5Filter;SureChEMBLFilter";78.4605;-16.5198;78.9451
481;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;FAF4LeadlikeFilter";78.4605;-16.5444;78.9138
359;bace;LogisticRegression;"REOSFilter;SureChEMBLFilter";79.796;-17.8865;77.5847
146;bace;LogisticRegression;"GhoseFilter;TiceHerbicidesFilter";79.796;-17.9537;77.5006
770;bace;GradientBoostingClassifier;"RuleOfFourFilter;ZINCBasicFilter";78.4605;-16.6652;78.7598
188;bace;LogisticRegression;"GSKFilter;TiceHerbicidesFilter";79.796;-18.0073;77.4333
602;bace;GradientBoostingClassifier;"HaoFilter;PfizerFilter";78.4605;-16.6943;78.7227
367;bace;LogisticRegression;"RuleOfFourFilter;SureChEMBLFilter";79.796;-18.0476;77.3828
110;bace;LogisticRegression;"FAF4LeadlikeFilter;InpharmaticaFilter";79.796;-18.07;77.3548
673;bace;GradientBoostingClassifier;"MLSMRFilter;REOSFilter";78.4605;-16.7927;78.5973
458;bace;GradientBoostingClassifier;"BrenkFilter;GlaxoFilter";78.4605;-16.8016;78.5859
389;bace;LogisticRegression;"SureChEMBLFilter;ZINCDruglikeFilter";79.796;-18.1416;77.2651
1021;bace;GaussianNB;"InpharmaticaFilter;PfizerFilter";59.4958;2.1475;103.6094
528;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;ZINCDruglikeFilter";78.4605;-16.8218;78.5602
767;bace;GradientBoostingClassifier;"RuleOfFourFilter;SureChEMBLFilter";78.4605;-16.8486;78.526
1165;bace;GaussianNB;"RuleOfFourFilter;RuleOfVeberFilter";59.4958;2.1117;103.5493
512;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;LipinskiFilter";78.4605;-16.8553;78.5175
567;bace;GradientBoostingClassifier;"GlaxoFilter;SureChEMBLFilter";78.4605;-16.8598;78.5118
1136;bace;GaussianNB;"PAINSFilter;PfizerFilter";59.4958;2.1027;103.5342
516;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;NIHFilter";78.4605;-16.8889;78.4747
7;bace;LogisticRegression;"BeyondRo5Filter;HaoFilter";79.796;-18.2623;77.1137
195;bace;LogisticRegression;"HaoFilter;LipinskiFilter";79.796;-18.2623;77.1137
197;bace;LogisticRegression;"HaoFilter;MolecularWeightFilter";79.796;-18.2623;77.1137
201;bace;LogisticRegression;"HaoFilter;PAINSFilter";79.796;-18.2623;77.1137
34;bace;LogisticRegression;"BMSFilter;HaoFilter";79.796;-18.2623;77.1137
199;bace;LogisticRegression;"HaoFilter;NIHFilter";79.796;-18.2623;77.1137
205;bace;LogisticRegression;"HaoFilter;RuleOfVeberFilter";79.796;-18.2623;77.1137
211;bace;LogisticRegression;"HaoFilter;ZINCBasicFilter";79.796;-18.2623;77.1137
750;bace;GradientBoostingClassifier;"PfizerFilter;SureChEMBLFilter";78.4605;-16.9962;78.3378
526;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";78.4605;-17.0164;78.3122
741;bace;GradientBoostingClassifier;"PAINSFilter;SureChEMBLFilter";78.4605;-17.0387;78.2837
507;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;GlaxoFilter";78.4605;-17.0455;78.2751
626;bace;GradientBoostingClassifier;"InpharmaticaFilter;SureChEMBLFilter";78.4605;-17.1081;78.1953
343;bace;LogisticRegression;"PAINSFilter;TiceInsecticidesFilter";79.796;-18.4771;76.8446
679;bace;GradientBoostingClassifier;"MLSMRFilter;TiceInsecticidesFilter";78.4605;-17.1573;78.1326
581;bace;GradientBoostingClassifier;"GSKFilter;OpreaFilter";78.4605;-17.1841;78.0984
384;bace;LogisticRegression;"RuleOfXuFilter;ZINCDruglikeFilter";79.796;-18.6426;76.6371
678;bace;GradientBoostingClassifier;"MLSMRFilter;TiceHerbicidesFilter";78.4605;-17.3094;77.9387
164;bace;LogisticRegression;"GlaxoFilter;RuleOfFourFilter";79.796;-18.6516;76.6259
546;bace;GradientBoostingClassifier;"GhoseFilter;TiceHerbicidesFilter";78.4605;-17.3318;77.9102
525;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;TiceInsecticidesFilter";78.4605;-17.343;77.8959
98;bace;LogisticRegression;"FAF4DruglikeFilter;RuleOfVeberFilter";79.796;-18.6963;76.5699
484;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;GSKFilter";78.4605;-17.3653;77.8674
965;bace;GaussianNB;"GlaxoFilter;RuleOfVeberFilter";59.4958;1.5949;102.6808
592;bace;GradientBoostingClassifier;"GSKFilter;ZINCDruglikeFilter";78.4605;-17.3899;77.8361
527;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;ZINCBasicFilter";78.4605;-17.3922;77.8332
241;bace;LogisticRegression;"LINTFilter;RuleOfFourFilter";79.796;-18.7411;76.5138
125;bace;LogisticRegression;"FAF4LeadlikeFilter;TiceInsecticidesFilter";79.796;-18.7455;76.5082
796;bace;GradientBoostingClassifier;"TiceInsecticidesFilter;ZINCDruglikeFilter";78.4605;-17.4101;77.8104
371;bace;LogisticRegression;"RuleOfFourFilter;ZINCDruglikeFilter";79.796;-18.75;76.5026
555;bace;GradientBoostingClassifier;"GlaxoFilter;LipinskiFilter";78.4605;-17.4145;77.8047
522;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;RuleOfXuFilter";78.4605;-17.4548;77.7534
692;bace;GradientBoostingClassifier;"MolecularWeightFilter;SureChEMBLFilter";78.4605;-17.4884;77.7106
1154;bace;GaussianNB;"PfizerFilter;ZINCBasicFilter";59.4958;1.4495;102.4364
166;bace;LogisticRegression;"GlaxoFilter;RuleOfXuFilter";79.796;-18.8708;76.3512
644;bace;GradientBoostingClassifier;"LINTFilter;SureChEMBLFilter";78.4605;-17.6002;77.5681
475;bace;GradientBoostingClassifier;"BrenkFilter;SureChEMBLFilter";78.4605;-17.645;77.511
120;bace;LogisticRegression;"FAF4LeadlikeFilter;REOSFilter";79.796;-18.9871;76.2054
747;bace;GradientBoostingClassifier;"PfizerFilter;REOSFilter";78.4605;-17.759;77.3656
1056;bace;GaussianNB;"LipinskiFilter;PfizerFilter";59.4958;1.1856;101.9927
518;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;PAINSFilter";78.4605;-17.8038;77.3086
107;bace;LogisticRegression;"FAF4LeadlikeFilter;GlaxoFilter";79.796;-19.1705;75.9756
116;bace;LogisticRegression;"FAF4LeadlikeFilter;NIHFilter";79.796;-19.1705;75.9756
30;bace;LogisticRegression;"BMSFilter;FAF4LeadlikeFilter";79.796;-19.1705;75.9756
115;bace;LogisticRegression;"FAF4LeadlikeFilter;NIBRFilter";79.796;-19.1705;75.9756
81;bace;LogisticRegression;"FAF4DruglikeFilter;FAF4LeadlikeFilter";79.796;-19.1705;75.9756
121;bace;LogisticRegression;"FAF4LeadlikeFilter;RuleOfVeberFilter";79.796;-19.1705;75.9756
114;bace;LogisticRegression;"FAF4LeadlikeFilter;MolecularWeightFilter";79.796;-19.1705;75.9756
112;bace;LogisticRegression;"FAF4LeadlikeFilter;LipinskiFilter";79.796;-19.1705;75.9756
127;bace;LogisticRegression;"FAF4LeadlikeFilter;ZINCBasicFilter";79.796;-19.1705;75.9756
108;bace;LogisticRegression;"FAF4LeadlikeFilter;GSKFilter";79.796;-19.1705;75.9756
3;bace;LogisticRegression;"BeyondRo5Filter;FAF4LeadlikeFilter";79.796;-19.1705;75.9756
128;bace;LogisticRegression;"FAF4LeadlikeFilter;ZINCDruglikeFilter";79.796;-19.1705;75.9756
761;bace;GradientBoostingClassifier;"REOSFilter;TiceInsecticidesFilter";78.4605;-17.8373;77.2659
118;bace;LogisticRegression;"FAF4LeadlikeFilter;PAINSFilter";79.796;-19.1929;75.9475
106;bace;LogisticRegression;"FAF4LeadlikeFilter;GhoseFilter";79.796;-19.2198;75.9139
126;bace;LogisticRegression;"FAF4LeadlikeFilter;ValenceDiscoveryFilter";79.796;-19.2287;75.9027
486;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;InpharmaticaFilter";78.4605;-17.9067;77.1775
551;bace;GradientBoostingClassifier;"GlaxoFilter;GSKFilter";78.4605;-17.9335;77.1433
506;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;GhoseFilter";78.4605;-17.9402;77.1347
386;bace;LogisticRegression;"SureChEMBLFilter;TiceInsecticidesFilter";79.796;-19.2824;75.8354
219;bace;LogisticRegression;"InpharmaticaFilter;OpreaFilter";79.796;-19.345;75.7569
681;bace;GradientBoostingClassifier;"MLSMRFilter;ZINCBasicFilter";78.4605;-18.0297;77.0207
249;bace;LogisticRegression;"LINTFilter;ZINCDruglikeFilter";79.796;-19.3898;75.7008
485;bace;GradientBoostingClassifier;"FAF4DruglikeFilter;HaoFilter";78.4605;-18.0565;76.9865
207;bace;LogisticRegression;"HaoFilter;SureChEMBLFilter";79.796;-19.4166;75.6672
719;bace;GradientBoostingClassifier;"NIHFilter;SureChEMBLFilter";78.4605;-18.1371;76.8838
514;bace;GradientBoostingClassifier;"FAF4LeadlikeFilter;MolecularWeightFilter";78.4605;-18.1416;76.8781
352;bace;LogisticRegression;"PfizerFilter;TiceInsecticidesFilter";79.796;-19.5061;75.5551
1039;bace;GaussianNB;"LINTFilter;PfizerFilter";59.4958;0.7919;101.331
455;bace;GradientBoostingClassifier;"BrenkFilter;FAF4DruglikeFilter";78.4605;-18.1796;76.8297
449;bace;GradientBoostingClassifier;"BMSFilter;SureChEMBLFilter";78.4605;-18.2042;76.7983
101;bace;LogisticRegression;"FAF4DruglikeFilter;TiceHerbicidesFilter";79.796;-19.5553;75.4934
610;bace;GradientBoostingClassifier;"HaoFilter;ValenceDiscoveryFilter";78.4605;-18.278;76.7042
1087;bace;GaussianNB;"MolecularWeightFilter;PfizerFilter";59.4958;0.6823;101.1467
542;bace;GradientBoostingClassifier;"GhoseFilter;REOSFilter";78.4605;-18.2959;76.6814
588;bace;GradientBoostingClassifier;"GSKFilter;TiceHerbicidesFilter";78.4605;-18.3116;76.6614
456;bace;GradientBoostingClassifier;"BrenkFilter;FAF4LeadlikeFilter";78.4605;-18.3183;76.6529
697;bace;GradientBoostingClassifier;"MolecularWeightFilter;ZINCDruglikeFilter";78.4605;-18.3205;76.65
654;bace;GradientBoostingClassifier;"LipinskiFilter;OpreaFilter";78.4605;-18.3339;76.6329
424;bace;GradientBoostingClassifier;"BeyondRo5Filter;TiceInsecticidesFilter";78.4605;-18.3518;76.6101
669;bace;GradientBoostingClassifier;"MLSMRFilter;NIHFilter";78.4605;-18.363;76.5959
394;bace;LogisticRegression;"TiceInsecticidesFilter;ValenceDiscoveryFilter";79.796;-19.7074;75.3028
88;bace;LogisticRegression;"FAF4DruglikeFilter;LipinskiFilter";79.796;-19.7298;75.2747
29;bace;LogisticRegression;"BMSFilter;FAF4DruglikeFilter";79.796;-19.7298;75.2747
105;bace;LogisticRegression;"FAF4DruglikeFilter;ZINCDruglikeFilter";79.796;-19.7298;75.2747
92;bace;LogisticRegression;"FAF4DruglikeFilter;NIHFilter";79.796;-19.7298;75.2747
2;bace;LogisticRegression;"BeyondRo5Filter;FAF4DruglikeFilter";79.796;-19.7298;75.2747
90;bace;LogisticRegression;"FAF4DruglikeFilter;MolecularWeightFilter";79.796;-19.7298;75.2747
91;bace;LogisticRegression;"FAF4DruglikeFilter;NIBRFilter";79.796;-19.7298;75.2747
104;bace;LogisticRegression;"FAF4DruglikeFilter;ZINCBasicFilter";79.796;-19.7298;75.2747
83;bace;LogisticRegression;"FAF4DruglikeFilter;GlaxoFilter";79.796;-19.7298;75.2747
94;bace;LogisticRegression;"FAF4DruglikeFilter;PAINSFilter";79.796;-19.7477;75.2523
299;bace;LogisticRegression;"NIBRFilter;OpreaFilter";79.796;-19.7611;75.2355
77;bace;LogisticRegression;"BrenkFilter;TiceInsecticidesFilter";79.796;-19.779;75.2131
454;bace;GradientBoostingClassifier;"BMSFilter;ZINCDruglikeFilter";78.4605;-18.4704;76.459
103;bace;LogisticRegression;"FAF4DruglikeFilter;ValenceDiscoveryFilter";79.796;-19.8148;75.1682
96;bace;LogisticRegression;"FAF4DruglikeFilter;REOSFilter";79.796;-19.8729;75.0953
411;bace;GradientBoostingClassifier;"BeyondRo5Filter;MLSMRFilter";78.4605;-18.6359;76.248
668;bace;GradientBoostingClassifier;"MLSMRFilter;NIBRFilter";78.4605;-18.6359;76.248
